pathway	SRS011271	SRS013216	SRS013234	SRS013252	SRS013261	SRS011405	SRS011452	SRS013502	SRS013506	SRS017304	SRS011529	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014271	SRS014287	SRS014235	SRS014343	SRS014613	SRS014629	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015450	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016111	SRS044902	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016553	SRS016559	SRS016600	SRS016753	SRS011584	SRS011586	SRS016990	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018585	SRS018591	SRS018739	SRS018769	SRS018791	SRS018817	SRS019081	SRS019087	SRS019245	SRS019267	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS049959	SRS049389	SRS047219	SRS050422	SRS042643	SRS053335	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022093	SRS022129	SRS022609	SRS022621	SRS022625	SRS022645	SRS023176	SRS023212	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS024265	SRS024277	SRS024281	SRS024289	SRS024301	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS058182	SRS058770	SRS057692	SRS047634	SRS045197	SRS051600	SRS044742	SRS043411	SRS051031	SRS049164	SRS048870	SRS052697	SRS054590	SRS043701	SRS043422	SRS047113	SRS062427	SRS062544	SRS063287	SRS064493	SRS064276	SRS063417	SRS065179	SRS062540	SRS065310	SRS064557	SRS065278	SRS064809	SRS063603	SRS065347	SRS063985
ko00640	1216.5485	0.0	412.5909	870.1818	1057.1818	0.0	0.0	1398.1061	585.447	1849.2079	1104.8091	0.0	594.0615	828.6406	622.7655	867.8739	1120.2121	2840.697	3592.9	0.0	0.0	0.0	0.0	0.0	1310.1615	1329.5715	0.0	869.3515	903.3939	5750.4694	7957.4894	967.5906	0.0	1500.5079	1322.8561	0.0	0.0	5409.9545	0.0	1432.4427	0.0	0.0	1095.8933	718.303	0.0	0.0	931.8636	867.6097	1192.0758	1379.403	0.0	0.0	600.0648	1390.4697	1052.6667	1017.1212	1204.0076	806.3636	634.6364	0.0	0.0	0.0	0.0	0.0	484.5939	853.1121	791.697	0.0	1301.3758	1270.8727	906.5421	912.7315	476.2121	770.3542	0.0	0.0	1324.1827	1708.6182	1079.5152	0.0	600.0939	813.3182	0.0	1085.8	966.0606	0.0	614.9427	753.0606	910.2045	806.4091	800.3712	0.0	1112.1215	1013.05	711.5109	633.7576	1057.303	986.6136	1227.3264	622.7273	689.803	916.2682	8124.7627	4975.5018	675.6061	1224.0	3119.5761	0.0	0.0	792.4167	1209.1303	1439.2636	998.847	1162.6103	2782.2342	3897.4373	5735.8127	1862.7479	0.0	2006.1455	2485.6121	873.7936	740.2436	0.0	747.697	1025.0652	1079.3442	667.5297	1206.1624	1676.9312	1489.723	1592.697	765.7442	0.0	863.7636	787.4848	1686.7879	0.0	895.7576	564.8606	949.3394	0.0	1413.2424	0.0	1897.8061	901.9573	0.0	0.0	1136.6258	1123.0733	0.0	1701.8939	1069.6409	1217.2424	637.5	932.3333	980.1515	0.0	536.6667	643.9576	998.7727	0.0	719.9806	718.5836	4878.7458	722.697	740.3442	1150.8061	0.0	0.0	0.0	0.0	0.0	0.0	674.4015	744.9236	0.0	1187.303	1568.9394	1415.7061	1785.98	727.8939	632.0303	1092.8939	975.0242	1227.3145	1026.4091	944.6909	1102.9548	0.0	1240.2885
ko00643	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1754.2033	2766.4778	0.0	0.0	0.0	0.0	0.0	0.0	610.2667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	300.2589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229.0444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4759.2044	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1353.7056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	144.8278	0.0	28.5211
ko00650	1305.7086	760.9829	463.4929	837.5429	801.8571	1611.5314	1746.6671	1541.2857	611.7429	1908.9766	1081.4029	737.1586	563.4163	936.2591	635.3894	841.0206	1254.8357	2981.4714	3502.4143	1026.1143	662.3429	1008.9286	948.4857	1056.6957	1173.1623	1435.1051	1526.7614	987.9057	1117.0286	5868.122	8559.44	964.456	1071.7571	1465.2434	1406.1429	1413.8266	1779.3786	6127.4634	889.5671	1501.1266	1118.98	839.0643	1190.2714	861.7429	1086.8	1086.9471	999.0571	828.38	1336.3	1359.9657	1466.8729	654.8571	557.6846	1537.3714	1194.6571	1182.5571	960.5971	0.0	637.4357	893.9943	1401.4429	2048.5457	743.8	831.4186	564.7429	999.4071	794.7571	1035.24	1462.3657	1207.2457	914.4257	971.3163	482.8571	730.8963	385.7471	454.6143	1262.6243	1791.5929	1124.7571	917.2571	618.2357	822.3857	1056.3143	840.9914	756.7286	793.4486	699.3051	761.2571	862.3	788.3714	755.7857	1000.4	1183.726	1078.3137	768.248	627.8571	1126.7143	1094.15	1340.7243	776.2286	759.6071	918.9286	9731.7377	5124.4154	824.2857	1280.0286	3142.3114	1480.8197	710.7014	871.4714	1195.4314	1481.9657	996.2957	1299.9091	3027.9757	3923.4843	6406.9951	1975.1254	971.7743	1574.6686	2011.0771	816.824	718.2929	688.3971	839.7643	1106.9657	1453.1194	658.4329	1133.9051	1742.2643	1648.5266	1709.3643	862.9709	1485.7486	755.7314	856.4571	1887.0286	459.9143	995.8	662.4514	957.6286	1294.8771	1581.5643	1703.65	1923.2571	1017.9186	0.0	1124.0529	1203.6137	1030.4471	826.7143	1547.3857	1152.7423	985.0571	668.1786	718.8857	744.5143	754.2486	572.15	610.4714	793.0643	841.8757	796.9051	740.1623	4735.4337	961.2857	851.4383	1185.3486	1136.9086	1878.1289	814.8843	2204.3437	1710.9406	804.8871	726.2071	705.8923	2208.15	1241.25	1847.6	1571.8514	1759.8857	870.3286	743.5714	1213.0214	976.9014	1262.32	1149.3357	961.8457	1124.6809	1016.2286	1136.4154
ko00660	3725.1833	2001.7083	948.1667	1857.8333	1921.0	4217.3833	4382.1667	3655.5	1518.3333	4426.15	2449.0333	1836.82	1144.16	1830.5	1156.15	1901.2	2726.3333	6560.3333	10025.2	2843.79	0.0	2804.2867	0.0	3295.25	3304.195	3096.3333	3628.72	1970.4	82.0	12505.075	18262.3833	2308.1967	2851.9	3507.92	2963.0417	3679.4867	4809.6667	15504.1217	2115.2333	3451.5417	2663.4467	1944.08	2527.1167	1212.8333	0.0	2956.8333	2104.0	2285.6133	2864.3333	3220.8583	3068.74	1555.3333	1658.6917	3703.1667	2580.3333	2563.3333	2153.3833	0.0	1359.5833	2007.8667	0.0	5495.71	1784.5	2206.5833	1267.3083	1990.2	1912.8333	2272.4717	2836.0667	2640.05	2361.53	1959.8333	1141.1667	1631.1333	966.7167	521.5	3459.1467	3764.2333	2397.9167	2177.4167	1457.7667	1584.0	2485.3367	2091.5667	1867.0	2009.1967	1224.7083	1661.0	2059.0	2114.6667	1777.6667	2390.3333	2220.3333	2350.9167	1536.6667	1334.9167	2736.3333	2690.875	2927.125	22.6667	1910.0	2412.5433	12947.1	10480.7583	1217.8333	2883.5	7657.93	3607.6217	1932.6633	2256.7917	2476.4667	3148.4	2247.95	2779.1667	7162.865	11084.3533	14123.6383	5542.1067	2450.3967	3588.4667	4434.7667	2031.4167	1892.27	1705.4	1648.3333	2478.8167	4018.3333	1846.0833	2712.5	4295.58	3355.3333	3813.0833	1796.3133	3421.8333	1730.0333	1897.5	3865.9167	991.05	2020.0	1478.7333	2197.5333	3212.27	3855.5	3868.9583	5062.1	2672.175	0.0	2570.0667	2586.875	2336.2333	2223.6	3463.5	2462.6667	2285.6667	1473.0	1733.8333	1813.8333	1799.5533	1184.0	1429.0167	1871.8333	2082.1667	1541.3333	1753.0667	11303.3583	2254.3333	553.5	2995.0333	2700.6133	4705.0583	2107.0533	5942.58	0.0	2040.1133	1355.3333	1571.7667	6062.7833	2817.5833	3417.25	3257.8	4898.0267	1216.75	1546.8333	2447.0833	2274.2	2912.8867	2696.75	2165.1333	2773.1917	0.0	2955.6817
ko00670	3805.45	2313.73	1139.8571	2294.6071	1944.0	5375.8536	5471.5736	3712.7143	1444.2143	4266.3964	4081.3786	2149.0193	1855.7607	2225.9143	1594.3786	2260.5214	2500.5	7476.3036	9996.9786	3224.145	1852.3571	3161.8571	2620.6429	3227.0021	3726.8836	3328.3536	4630.7479	2102.6429	2390.6429	10971.0336	17486.4693	2597.025	3335.6	4518.7864	3895.7679	4084.3064	5250.0357	14030.87	2661.9036	4051.2464	3316.8421	2437.1314	3141.595	2213.7143	3184.0714	3448.7479	2816.8571	2509.6279	3191.6786	3451.2593	3555.0079	2340.7857	1671.1286	3424.3571	2256.1429	2272.1429	2035.3521	2216.7143	1508.9643	2869.6571	3944.1607	6692.4186	2396.5357	2773.0693	1466.325	1848.7821	2138.6071	3046.2279	2992.7857	3264.75	2834.6479	2328.3964	1276.5714	1924.8429	1178.3321	1591.0714	3996.37	4415.5893	2366.0357	3040.6786	1737.4286	2218.5179	3415.9936	1952.2214	1821.9643	2758.5364	1590.1214	1834.1429	2329.3214	2407.6786	2109.75	2843.4286	3071.155	2305.4979	2313.2286	1927.5	2580.9286	3241.7321	3697.3057	1683.9286	2353.0	2763.2479	10579.03	9273.8857	2245.4286	4184.2857	8546.6821	4515.1021	2212.4793	2487.7857	2961.7857	4337.7857	2686.3821	3215.2	8759.4457	10597.8043	16239.845	5822.3464	2970.7314	3900.9071	4921.6071	1845.9071	2182.2579	2029.885	2051.0179	2314.8536	3820.7643	2172.0693	2748.8357	5094.415	4263.675	3801.8214	1522.2736	5172.0714	1696.7857	2008.0179	4784.0179	1692.9986	2344.9643	1766.6429	2379.375	4280.0393	4062.1607	3460.6607	5064.9464	2567.7986	2639.0	3326.4929	2704.6943	3027.0557	2855.6857	3307.5714	2507.355	2396.1429	1573.25	1735.5714	1774.5714	2496.3543	1743.1786	1774.7143	1771.7679	2809.5336	1857.3714	2020.9607	12368.2	2246.2857	2067.4786	3480.2286	3619.2707	5559.6607	2579.6043	7022.0621	6288.3264	2585.1457	2111.7857	1911.1236	7291.9343	3862.5179	3021.5357	2984.9643	5147.7871	2192.5536	1538.5714	3046.1607	2586.4893	4196.3007	2957.7679	2293.5	3320.175	2248.0	3612.8486
ko00680	1110.0538	641.1637	254.8548	528.1183	501.6989	1487.2211	1591.9358	871.5161	347.0081	1009.2858	1017.7849	603.98	500.4472	544.2787	360.6729	535.6357	510.586	1730.5591	3096.114	933.5017	378.6452	918.5769	532.3871	968.9304	1084.6819	806.0708	1294.1411	484.5075	619.3118	2857.7684	4246.9557	586.6231	925.0183	1287.6597	955.3952	1229.9043	1555.7796	3328.0888	778.6661	962.2509	994.4033	680.4856	791.712	460.5054	796.086	986.5319	703.2258	737.3872	774.5	804.1191	918.742	620.914	524.428	815.4086	458.0215	496.6452	564.3902	572.043	311.9516	785.2753	793.8065	1936.3832	645.172	775.0588	318.4473	439.2054	477.0215	871.6582	617.0151	751.2882	791.9547	616.6551	321.8495	469.9298	297.5081	404.0753	1205.1323	1031.7355	424.957	807.8387	405.5495	535.0968	926.5117	497.1183	450.1183	744.2982	411.8315	385.0215	573.8522	695.8602	478.1801	861.7688	740.0059	435.5749	468.4202	440.0699	610.6774	709.9167	841.5299	434.172	468.6183	794.208	3380.9835	2475.2602	461.043	1116.8495	2515.4015	1309.9482	632.5058	551.2016	671.3151	1251.3613	747.0565	829.7357	2003.2759	3300.652	4041.8673	1728.6745	884.8238	1044.6667	1355.2108	476.7878	649.0966	579.2884	510.1505	430.3081	932.8094	639.4352	704.2912	1439.4987	968.017	781.6505	424.6781	1349.5484	435.4323	489.5	1064.6559	449.1535	559.0968	389.1871	599.1151	1243.2156	966.2688	627.7581	1197.872	616.5487	681.0323	948.7629	543.0696	695.0584	782.0946	850.1452	553.6395	616.4624	382.1613	442.6022	451.4409	671.7633	358.4462	388.3828	476.3817	789.3276	491.431	496.3654	2953.5842	527.6183	472.1588	1031.1742	1019.2582	1641.6575	745.3682	2048.9776	1663.4542	710.1103	478.8091	471.1044	2060.3115	837.2151	643.6344	631.8634	1612.9269	456.2796	419.9032	629.9462	605.7452	1123.6128	683.3011	473.3204	746.7122	573.6774	1025.2291
ko00710	3406.5833	1942.7622	879.1667	1901.6944	0.0	4508.2378	4603.3533	2921.8611	1110.875	3117.9211	3533.4722	1879.0406	1635.2411	1902.8317	1318.0711	1788.9833	1760.6667	6048.9583	8715.9167	2778.3933	0.0	2632.6511	0.0	2813.2056	3079.7822	2658.7656	3917.0533	1510.0667	0.0	8430.9167	13515.2678	2090.9956	2837.2222	3939.065	3295.875	3570.0917	4528.3056	10465.72	2301.7917	3243.1267	2823.9056	2055.6139	2917.6667	0.0	0.0	2912.9706	2292.0278	2201.6833	2703.6111	2654.5256	3425.7267	1923.4444	1455.0533	2762.4861	1545.1111	1491.0556	1601.2822	0.0	1083.7222	2449.5556	0.0	5734.6283	2045.6111	2312.6928	1156.2389	1374.2806	1702.0833	2653.3917	2341.0667	2575.6889	2436.3283	2011.04	1043.5556	1659.9511	1058.6806	2209.0833	3394.3144	3548.025	1587.4722	2534.7222	1366.4056	1939.2639	2901.6594	1454.7222	1323.1944	2266.1956	1358.1128	1433.7778	2034.1806	2075.25	1761.875	2566.6389	2510.5922	1589.035	1886.6778	1671.0833	1758.5	2679.1528	3107.65	0.0	1889.125	2360.7272	8061.5056	7121.2811	1378.0	3475.2778	7643.8511	3818.6156	1881.5861	2036.7778	2277.7556	3786.6111	2390.9028	2745.415	7643.6572	9460.1083	14995.7067	5061.2911	2599.9517	2842.1944	3627.7056	1358.8906	1888.9539	1701.3328	1754.7083	1549.4	2490.2517	1849.8872	1976.5944	4651.2244	3516.8489	2809.3056	1216.335	4273.1111	1249.3556	1592.4861	3973.4028	1478.2472	1968.1667	1465.4	1971.2944	3598.8422	3452.2361	2316.0417	4194.5861	1720.1156	0.0	2884.3333	1976.91	2447.3461	2332.7778	2492.0556	1896.4794	1760.3333	1347.6389	0.0	0.0	2089.6222	1416.8889	1428.2056	0.0	2351.8317	1584.4183	1770.5822	10359.2406	1436.3611	1461.4461	2995.8778	3108.0444	4757.97	2162.59	6068.9133	4984.3356	2165.4656	1851.7639	1631.3256	6090.7544	3189.2639	1958.6944	1910.9444	4400.9556	1346.1667	1170.2778	2275.6667	2088.6083	3516.2889	2480.2639	1701.1222	2821.6667	0.0	2948.5106
ko00720	2448.3765	1767.8791	651.4338	1315.5	1662.9412	3747.0459	4002.4418	2141.6471	840.0956	2612.6224	2593.0618	1411.0447	1174.1918	1282.1585	891.9621	1395.3129	1295.1618	4302.1471	6319.3706	2096.1512	0.0	2166.61	0.0	1826.8538	2279.5421	1986.8047	3308.3956	1185.2324	1559.2647	8318.9162	11764.5071	1552.8265	2185.5794	2852.5303	2365.5368	2763.3553	3559.3162	7836.8553	1948.3132	2596.4444	2352.8968	1798.8491	2373.1091	888.4412	0.0	2286.4356	1847.9412	1894.9753	1826.6618	2189.7147	2628.8041	1642.1176	1039.2135	1977.4779	1176.9118	1269.9118	1714.3844	1434.7059	759.9926	2070.3	0.0	4608.0226	1663.9412	1865.4994	852.0985	1088.7676	1215.2353	2155.9403	1790.7941	2085.0	1912.3215	1493.7982	687.4118	1252.8144	742.3426	902.9265	2664.0626	2446.9559	1129.4412	2120.9706	1130.6353	1312.0294	2351.8738	1648.9618	1536.3971	1923.7612	965.1429	974.5588	1438.5221	1705.2647	1312.0074	1872.0	2020.2868	1174.8865	1313.4812	1179.8676	1624.1176	1862.1765	2144.8612	0.0	1393.7868	1932.7459	9576.1997	7073.5432	855.4412	2860.4706	5747.93	3155.4065	1598.8341	1444.0147	1890.9853	3042.5765	1789.8044	1959.5629	4712.1621	6617.4753	8831.8021	3881.435	1919.7312	3218.2794	3950.6618	1318.3779	1443.8029	1456.4818	1232.8015	1099.8603	2093.3044	1434.6659	1933.4518	3337.5426	2477.3488	1958.875	1233.9076	3560.0118	1375.3647	1232.5882	2737.875	986.6226	1359.7206	982.5882	1556.4029	2929.405	2350.9632	1646.8235	3024.7206	1575.1685	0.0	2338.1588	1446.4159	1922.6135	2008.3471	2722.5588	1355.96	1898.5294	934.6176	1471.4118	1526.3824	1727.1571	986.5221	1091.0294	1476.9118	1941.0385	1132.5694	1189.0106	7835.6297	1377.7353	1081.6574	2424.0294	2364.7547	3680.7635	1743.6841	4601.5312	4367.7053	1761.0806	1222.9632	1219.6241	5103.5921	2231.3015	1751.5882	1829.6618	3395.2994	898.9191	1041.6471	1746.2941	1467.4059	2941.9415	1830.8603	1258.2941	2034.6547	0.0	2340.3815
ko00730	3682.1727	2000.43	890.8409	1426.2273	2109.7273	4524.6327	4627.5473	2857.6364	1066.7045	2697.1727	3363.2545	2022.9927	1551.2173	1825.4909	1380.7909	1472.2591	2389.4773	5919.9773	8683.1818	2934.7309	1608.5455	2794.3473	2244.5455	2917.5473	3116.7027	2621.2818	3791.5727	1690.3182	2151.9091	9616.4936	11453.2191	1728.9173	2909.5909	3689.8573	3036.9545	3630.4373	4754.8864	10489.3609	2271.8545	3036.5091	2723.3964	1946.1964	2448.5509	1840.6364	3529.0909	3003.18	2191.0455	2014.9418	2646.8182	2083.3309	3102.09	1959.0909	1517.6791	2875.0	2227.3636	1707.6818	2311.3582	2015.4545	1426.4773	2346.2909	3361.7727	5440.8073	2111.2273	2303.9982	1189.3273	1479.5273	1380.1364	2616.3645	2957.8909	2174.3	2490.1709	1838.65	932.8182	1227.8818	1079.2455	1354.0909	3274.4382	3598.4	2557.8636	2582.8636	1310.7909	1529.75	2978.44	2086.7636	1889.2727	2237.3491	1345.8727	1701.8182	1375.6136	2092.4091	1302.1136	2640.5455	2467.3627	2364.8155	1742.35	1203.7273	2400.3636	2413.1591	2897.7291	1529.8182	1760.3864	2399.36	9658.3609	8119.1718	1883.5455	3523.8182	8206.4018	4005.63	1754.3	1838.3636	1763.1727	3665.4636	2200.1182	2556.2409	6593.0273	9496.1491	12936.1527	5340.6018	2615.5509	4257.2273	5399.7909	1883.6091	2027.1164	1752.2491	1660.3182	2434.6636	3565.0182	1925.2709	2715.3345	4613.65	3396.6455	3683.3864	1579.2445	4232.4364	1567.6545	1555.0909	3848.3182	1331.8382	1871.0	1286.1636	1534.45	3891.3973	3026.0909	3687.0682	3321.85	2379.1018	2399.0909	2939.8091	2551.8382	1810.7427	2385.3636	3422.4545	2307.6791	2505.1818	1259.5682	1854.9091	1924.1818	2041.8536	1317.8409	1136.4182	1967.9318	2340.8618	1483.8955	1273.4545	8138.3636	2040.5	1907.4882	2971.4182	3025.8055	4822.8564	2328.74	6152.3891	4812.3436	2234.3964	1501.4318	1216.0882	6170.1418	2793.0	2863.7727	2259.8091	4601.4564	1832.6818	1491.2727	2457.8409	1789.9955	3561.3764	2618.5909	2082.0545	2057.0	2036.8182	2887.8009
ko00740	1996.2833	1098.1508	440.5	1156.5417	779.75	2523.11	2601.1408	1454.9167	472.5208	1601.7158	1995.1917	1031.7617	919.5092	1193.93	679.12	1112.455	649.75	3268.1875	5236.675	1574.8917	248.75	1580.7425	392.8333	1687.0575	1909.3633	1533.4242	2168.8183	721.2	808.8333	5643.6858	7869.6192	1347.8908	1656.1417	2165.7633	2080.9583	1879.6308	2597.1875	5724.875	1261.8	1844.2783	1598.4183	1189.1017	1706.2808	348.5833	620.4167	1667.1925	1423.0	1214.71	1454.375	1527.4442	1904.375	1071.9167	736.2067	1237.2292	503.5	696.9583	891.5533	739.0	360.125	1370.3167	516.1458	3032.9617	1109.2917	1305.4425	700.4708	757.7792	1046.0	1453.1975	1029.3	1544.3917	1356.8508	1218.1175	423.8333	1012.7592	607.6	756.7083	1966.6033	1685.4458	383.9583	1461.25	749.0333	1239.7708	1611.2733	793.5917	733.875	1247.8608	859.5075	495.8333	1218.5625	1163.7917	1090.8542	1400.25	1655.5417	495.68	1229.3617	1029.8333	1188.0	1486.625	1840.2658	559.8333	1077.0417	1333.525	5292.2025	4613.4717	315.5	1921.3333	4352.9967	2139.8333	1081.3875	1056.2708	1267.3083	2045.1417	1217.0667	1700.0967	4706.9467	5419.4067	8899.0283	2753.5942	1380.7767	1646.5583	2169.325	865.0142	1033.4633	992.2717	1101.8125	347.0917	1956.9308	992.6508	1250.5283	2494.7817	2036.3825	960.375	833.7625	2340.0667	756.4833	877.2708	2320.1458	693.0325	1141.625	651.8	1202.8792	1992.8092	1792.0625	585.3125	2286.8458	1193.4058	879.6667	1596.3	769.2425	1484.9617	1265.0667	1517.2917	773.1383	978.0833	755.3333	702.5833	707.8333	1168.4567	679.375	834.1167	775.8542	1304.9842	948.6533	1134.8075	6017.5492	1134.4167	490.3892	1659.9	1685.335	2718.6483	1176.7067	3350.7842	2931.7258	1254.4183	970.3958	947.2858	3525.6558	1927.6875	878.7083	1079.5167	2579.46	352.5208	846.75	1201.1458	1218.8292	1929.5817	1537.5625	675.35	1729.9742	726.4167	1875.7858
ko00750	2559.8	1856.28	631.125	1350.625	1652.375	3896.54	4121.6262	2459.3125	898.625	2665.905	2739.4125	1419.7812	1215.1	1347.0825	963.6175	1384.0075	1757.0625	4763.8125	6383.2875	2142.1725	42.75	2233.2462	3.875	1807.1262	2327.7513	2165.23	3306.9575	1125.55	86.625	8581.9788	11812.9438	1606.2975	2212.2625	2926.8438	2538.6562	2733.4475	3710.0625	8954.555	2027.1688	2821.0112	2354.6788	1724.11	2305.9925	135.75	1352.625	2320.8112	1972.4375	1988.7412	1923.25	2205.54	2253.3662	1722.875	1049.2075	2444.0	1625.0	1519.5	1598.1412	1.5	922.1875	2105.725	26.625	4524.7275	1698.625	1884.0612	726.9625	1176.0625	1222.375	2210.9412	1988.725	2129.825	1945.1488	1654.7075	693.375	1245.22	808.4312	1128.4375	2728.5575	2980.9125	1557.0	2214.3125	1163.525	1490.4375	2410.2962	1616.825	1551.5	1953.7712	1086.7612	1151.25	1540.6875	1848.4375	1314.0625	1938.6875	2074.2712	1555.9788	1321.98	1268.5	1700.625	1940.3438	2209.1575	19.375	1424.375	2017.765	7706.27	7086.725	73.0	2976.125	5780.89	3181.8725	1680.4675	1641.1562	1998.6375	3120.4125	1825.6938	2241.3325	4497.67	6727.44	8814.81	4016.8412	1943.6538	3172.9	3817.65	1354.835	1418.55	1451.7825	1372.9375	1548.975	2629.2725	1476.1238	2069.5425	3298.6988	2725.98	2602.5625	1268.6275	3550.125	1326.55	1325.0	3052.75	922.6575	1557.125	1264.475	1568.675	2985.14	2978.0625	2391.3125	3525.775	1851.1625	0.0	2356.7	1805.4162	1907.1012	2076.925	2600.0	1769.4788	1916.75	999.3125	1467.375	1516.5	1753.4775	1020.1875	1137.8375	1383.3125	1987.3112	1307.6675	1254.83	8223.5612	1651.6875	121.96	2491.7	2442.9288	3669.4012	1762.2275	4670.8862	4457.5987	1716.1475	1197.625	1227.3812	5366.7737	2203.5	2123.125	2033.3875	3395.5425	142.4062	1119.375	1769.1875	1589.25	3089.8212	1904.4375	1535.825	2074.7988	0.0	2402.5075
ko00760	2338.1111	1336.6978	612.0833	1217.6944	1239.1667	3049.7761	3125.9272	2044.2778	785.0694	2449.8539	2503.3611	1233.6156	1139.6761	1249.8044	897.4733	1275.4656	1265.0833	4228.9861	6033.6667	1918.2506	856.0556	1910.1183	1167.4444	2023.2328	2349.5306	1936.2928	2534.1189	1155.0222	1595.5556	7629.4856	10919.4211	1431.4961	1894.7222	2802.3889	2287.875	2479.4256	3203.7361	7700.4356	1563.7694	2534.4872	1996.5989	1336.1794	1911.1928	1003.0	1754.0556	2026.8228	1775.3333	1427.2933	1813.9722	2057.8322	2307.4894	1275.6111	1066.3139	1701.0972	1125.4444	1306.8056	1257.8294	1477.7778	791.5	1517.1	1712.6389	3963.4156	1340.3333	1578.5172	741.9694	1018.1417	1098.5278	1770.5489	1754.3222	1902.0611	1602.7067	1409.6517	673.2222	1160.2406	720.3472	1062.6111	2362.8139	2499.5306	1155.4722	1711.2222	1064.4278	1299.8472	1931.14	1229.6667	1179.0556	1527.8522	945.4178	922.2778	1345.4583	1418.9167	1169.0972	1696.6667	1917.1389	1171.9156	1295.89	1186.8611	1528.1667	1879.6389	2154.6217	1119.5	1356.2778	1643.0272	6896.4489	6471.8594	996.2222	2277.6111	5016.1972	2696.3061	1294.5589	1417.6111	1769.3389	2407.3167	1675.9861	1897.1656	4797.1694	6373.6094	9490.675	3473.9183	1796.5878	2530.7222	3207.0667	1122.3067	1315.365	1202.3294	1202.2917	1100.9611	2448.0011	1315.3783	1727.5567	2975.7422	2447.0428	1923.3333	1070.9206	2682.8444	1178.8667	1169.375	2676.5139	1036.7744	1325.3333	955.3778	1397.4528	2653.2517	2197.375	1643.1806	2811.0528	1638.195	1759.3333	1937.2833	1459.0961	1773.6428	1664.5	1924.5556	1352.2211	1500.6667	903.1667	1115.3333	1127.0	1374.9289	1040.0556	984.9	1099.7639	1635.795	1114.4733	1147.3928	7335.2706	1498.6667	1167.89	2009.3444	2210.7378	3326.5528	1552.6372	4163.0011	3371.1061	1417.2239	1196.9306	1154.1522	4264.79	2229.1806	1639.6389	1815.2556	3213.02	1003.25	1058.1667	1673.9861	1336.9083	2283.7067	1640.5694	1244.2556	1941.4483	1472.2778	2248.8778
