pathway	SRS011271	SRS013216	SRS013234	SRS013252	SRS013261	SRS011405	SRS011452	SRS013502	SRS013506	SRS017304	SRS011529	SRS013638	SRS013687	SRS013705	SRS013711	SRS013723	SRS013825	SRS014271	SRS014287	SRS014235	SRS014343	SRS014613	SRS014629	SRS014923	SRS015133	SRS015174	SRS015190	SRS015395	SRS015425	SRS015450	SRS015470	SRS015574	SRS015578	SRS015663	SRS015762	SRS015782	SRS015854	SRS015921	SRS015960	SRS016002	SRS016018	SRS016056	SRS016095	SRS016111	SRS044902	SRS016203	SRS016225	SRS016267	SRS016319	SRS016331	SRS016335	SRS016437	SRS016517	SRS016529	SRS016533	SRS016541	SRS016553	SRS016559	SRS016600	SRS016753	SRS011584	SRS011586	SRS016990	SRS016954	SRS017076	SRS017080	SRS017088	SRS017103	SRS017127	SRS017139	SRS017191	SRS017209	SRS017215	SRS017227	SRS017307	SRS017497	SRS017521	SRS017533	SRS017537	SRS017701	SRS017713	SRS017788	SRS017821	SRS017849	SRS017851	SRS018133	SRS018145	SRS018149	SRS018157	SRS018313	SRS018394	SRS018427	SRS018439	SRS018443	SRS018501	SRS018513	SRS018585	SRS018591	SRS018739	SRS018769	SRS018791	SRS018817	SRS019081	SRS019087	SRS019245	SRS019267	SRS019582	SRS019685	SRS019787	SRS019894	SRS019906	SRS019910	SRS049959	SRS049389	SRS047219	SRS050422	SRS042643	SRS053335	SRS020233	SRS020261	SRS020263	SRS020386	SRS020869	SRS021484	SRS021496	SRS021986	SRS022006	SRS022093	SRS022129	SRS022609	SRS022621	SRS022625	SRS022645	SRS023176	SRS023212	SRS023557	SRS023617	SRS023914	SRS023926	SRS023930	SRS023938	SRS024265	SRS024277	SRS024281	SRS024289	SRS024301	SRS024310	SRS024331	SRS024347	SRS024355	SRS024388	SRS024424	SRS024470	SRS024482	SRS024580	SRS024596	SRS024598	SRS024625	SRS024637	SRS024649	SRS058182	SRS058770	SRS057692	SRS047634	SRS045197	SRS051600	SRS044742	SRS043411	SRS051031	SRS049164	SRS048870	SRS052697	SRS054590	SRS043701	SRS043422	SRS047113	SRS062427	SRS062544	SRS063287	SRS064493	SRS064276	SRS063417	SRS065179	SRS062540	SRS065310	SRS064557	SRS065278	SRS064809	SRS063603	SRS065347	SRS063985
ko04112	3259.3312	1749.5238	954.4219	1906.875	1312.75	4162.0181	4097.3356	3169.9688	1227.3906	3380.3562	3199.6938	1738.99	1547.4081	1909.0656	1397.1656	1839.3313	2152.5156	6425.6875	8458.2438	2602.1887	1851.875	2514.1875	2573.125	2878.5231	3190.1706	2791.325	3443.1644	1709.9063	2951.375	8272.4981	13720.0362	2136.475	2569.3	3800.125	3332.6719	3409.81	4193.8438	11280.3456	2117.8844	3372.1062	2618.6225	1815.0319	2938.0206	2121.9375	3096.8125	2759.8831	2372.9375	2000.935	2746.3125	2743.7894	3883.6681	1688.3125	1420.4563	3061.2344	1933.5	1706.6875	1515.8287	2769.875	1330.9844	2137.7625	3830.1562	5378.1519	1755.75	2154.1956	1226.5469	1511.6344	1795.9062	2434.21	2569.0625	2730.9375	2144.255	2012.3469	1132.875	1661.8625	1008.1031	1869.5312	3190.57	3818.5156	2074.0625	2274.9688	1453.1094	1901.8125	2601.265	1352.5437	1217.0312	1956.74	1359.4031	1627.1875	1976.8438	1954.875	1750.0312	2347.375	2550.7031	2011.8	1903.6688	1675.1562	1800.25	2759.3125	3168.6325	2092.1875	1963.0781	2243.03	8295.6813	6983.8212	2166.4375	3035.1875	7270.9625	3554.8919	1804.055	2138.875	2352.9062	3367.8875	2315.0844	2800.5813	7704.7075	9204.3681	14221.6825	4637.4994	2460.1975	2674.4938	3454.9063	1313.2312	1816.8812	1571.4412	1764.1719	2014.0	2499.1062	1792.7269	1934.2938	4139.7669	3598.8562	3360.3594	1410.4356	3543.1375	1224.4375	1689.9219	4035.8594	1405.5325	2001.9688	1550.4375	2006.375	3353.6125	3555.3906	3040.4688	4249.75	1684.5994	3298.75	2633.3219	2335.7063	2507.5856	2155.2625	2609.2812	2202.0188	1714.0625	1365.3594	1170.6875	1199.1875	1877.6275	1463.9844	1452.25	1276.5938	2111.0081	1605.2937	1753.0125	10472.575	1585.125	2264.7937	2754.525	2949.7787	4576.4219	2068.9556	5684.4175	4195.8019	1939.7944	1881.7812	1633.7856	5611.0987	3233.2656	2428.3125	2158.9062	4321.8044	2113.3438	1277.625	2525.8438	2140.6875	3075.7213	2594.8906	1970.6875	2878.1063	2778.75	3009.1588
ko04113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	107.5056	129.58	0.0	0.0	0.0	0.0	0.0	0.0	101.2534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	193.7218	87.949	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04122	2018.1636	1046.03	552.5	1433.2727	1533.7273	2271.2709	2275.6064	2453.1364	989.8636	2942.7018	1581.0091	1208.4073	776.2655	1343.9073	935.02	1474.1618	1555.8636	4323.5455	5949.5818	1701.6482	1077.4545	1610.68	1497.0909	2160.5155	2232.4255	2201.82	2100.3918	1248.3273	1757.0909	10577.2764	12089.48	1642.9773	1783.7545	2312.9627	2171.8182	2074.5945	2869.8636	9916.09	1194.1364	2452.0927	1482.5164	1153.4255	1397.0627	1321.2727	1755.0909	1741.3027	1705.5909	973.88	1962.7273	2265.6655	1974.6482	931.4545	952.1045	2712.1364	1502.0	1566.8182	1854.6155	1612.1818	875.7273	1128.7273	2221.7273	3096.4373	1131.2727	1301.03	747.3091	1269.9455	1304.2273	1472.4255	1606.2364	2017.2909	1336.0773	1595.9527	969.0909	1155.7436	583.3545	673.0909	1954.0673	2775.9636	1302.6364	1205.5909	1077.9455	1240.3182	1548.9836	1574.5182	1361.6818	1098.2282	1060.4109	1306.2727	1515.8182	1140.7273	1244.9091	1612.0909	1803.7127	1290.2709	1014.2291	906.9545	2295.6364	1611.2727	1874.4018	1225.5455	1065.8182	1419.2609	10521.4845	8817.1036	1291.0	1811.6364	5018.1518	2210.0491	906.1809	1445.9091	1847.8364	1946.0818	1561.1909	2188.6345	4278.2627	6283.6291	9136.2891	2961.3691	1551.8345	3025.2636	3892.6636	1738.76	1173.6673	1035.0918	1274.5455	1266.4545	3201.79	1060.9391	2274.9109	2654.1673	2331.3655	2335.3182	2014.9673	2172.4	1410.4364	1352.4091	2730.2273	718.3245	1511.0909	1124.0909	1622.05	2122.7027	2899.7273	1995.0909	3498.6818	2033.36	1919.2727	1668.4773	1474.7709	1829.57	1200.4727	3113.1364	1565.9836	1803.7273	1132.6364	1346.4545	1409.1818	1126.87	742.2273	1031.8	1556.0909	1147.4845	1325.1836	1182.6109	7796.7927	2042.4091	1307.9418	1656.6182	1804.1073	3181.8773	1267.7564	3965.9591	2353.9755	1206.4255	1053.6818	1204.8718	3216.8809	1724.0909	2140.5455	2099.8364	2903.2591	1303.0	1574.8182	1534.5455	1643.9	1769.62	1801.2273	1364.5636	1667.6473	1616.7273	2091.3109
ko04141	111.3739	62.6099	15.8659	29.0	31.3913	148.9129	148.2561	45.5797	13.3659	38.5667	123.0087	64.1586	54.9559	37.9167	22.2891	26.5623	17.3152	103.0942	298.2638	94.151	39.6087	90.7275	56.6087	98.1257	117.889	40.1014	128.1932	19.2101	68.2464	101.8732	219.559	29.9874	86.5638	140.5181	66.2572	116.7929	144.0145	79.8551	82.4007	48.6232	105.1342	69.0987	96.6512	49.0435	68.913	99.5917	39.1232	75.1704	44.3261	39.9686	112.2083	62.6377	49.3986	38.837	12.0	20.7536	26.7149	64.2319	6.8152	76.7275	88.3732	206.9004	64.971	78.7874	18.4587	23.3833	24.1087	87.0096	37.6319	30.6261	74.3504	31.192	13.1884	35.0464	34.85	24.2319	112.3025	50.0486	5.3043	86.8188	12.1906	41.3623	96.6948	29.0101	28.6304	76.389	27.7645	15.029	31.8986	69.6667	29.1594	81.9855	39.5326	7.5217	43.7029	40.3333	9.0	56.1884	70.122	48.4203	44.1486	83.8707	157.3587	88.5654	50.1014	112.5652	255.5609	140.3894	70.6606	41.6014	26.5246	124.8884	91.3819	51.8043	129.7525	286.9752	275.292	165.7703	91.253	66.4913	83.3609	12.2029	67.7768	59.8704	34.9601	4.2841	9.5797	70.8236	26.1159	144.9467	70.6884	24.5543	15.9894	135.3043	26.1565	25.3804	86.5543	48.1133	35.8478	30.6899	38.7652	135.8993	68.1413	9.5217	71.1507	15.1255	76.4928	91.1	21.087	24.2793	79.6899	21.942	19.8478	37.2174	18.9094	27.6667	27.5797	71.4781	30.7283	22.2667	24.1304	81.2294	24.9565	36.5594	150.2514	16.0362	53.1739	102.629	106.8299	168.9051	77.739	229.9533	217.428	71.5943	50.4203	31.2474	208.1186	60.1123	23.7391	14.5101	157.8286	50.8007	16.7971	41.8696	21.0986	114.3006	49.4312	11.5391	67.3674	64.4348	120.1888
ko04144	0.0	0.0	0.0	1.6522	0.0	0.0	0.0	0.3043	1.8261	16.5217	0.0	0.0	0.0	0.0	0.8261	3.1304	0.0	1.1739	0.0	0.0	0.0	0.0	0.5217	0.0	0.0	0.0	0.0	0.1652	0.0	0.0	0.0	1.3043	0.0	0.0	0.0	0.0	0.0	4.0667	0.0	0.0	0.0	0.0	0.0	0.0	3.3623	0.0	0.0	0.0	0.0	10.6957	0.0	0.0	0.0	0.3043	2.7391	13.6087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.1304	3.5652	0.0	0.0	1.2609	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4348	1.6087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.913	0.0	0.0	0.0	0.0	0.0	9.5217	0.0	0.0	0.0	0.0	0.0	0.3826	0.2464	0.0	0.0	0.6522	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7826	0.0	0.0	0.0	4.9565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.1304	0.0	0.0	0.0	0.0	0.0	0.0	2.4348	0.0	0.0	0.0	0.0	5.1739	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3478	7.6087	0.0	0.0	0.0	0.8696	5.2174	0.0	0.0	2.2174	2.7391	0.0	0.0
ko04146	543.9571	478.7403	121.3929	337.0857	380.5714	991.8089	1069.1526	469.9714	194.0786	695.3277	609.2429	276.1557	265.4177	234.0166	170.2406	369.6837	281.4214	962.4571	1212.2029	471.0763	0.0	521.6466	117.9714	255.3526	418.6811	433.7763	821.9711	260.62	151.0	2566.3091	3175.114	406.488	510.7343	592.8334	536.7357	556.852	849.5143	2235.718	479.2229	555.6763	595.572	444.932	569.6009	133.1429	279.9714	514.3046	399.5286	505.672	375.4286	641.4569	528.8591	439.6	198.6854	420.75	267.0857	391.0	359.666	126.9143	148.5214	554.04	181.65	1011.276	427.1857	449.2331	143.13	268.7814	300.4143	536.8949	453.4629	508.5543	475.9103	308.5451	157.6286	329.378	166.6857	207.4714	631.284	573.3271	205.7143	525.7714	223.2157	317.8571	573.6251	374.0714	360.9571	513.9623	200.7977	208.1143	397.2429	425.5429	348.4429	391.5571	379.488	224.9046	226.462	290.2857	550.9429	398.6	447.2454	0.0	277.7214	457.6951	3005.998	2210.8989	114.5714	740.8286	1110.1409	699.4406	404.8854	309.3429	563.8114	726.4086	306.4429	445.5237	982.384	1349.5823	1849.3563	912.8966	395.7834	747.1	921.8943	372.7429	304.5677	332.1654	246.1071	204.4343	860.3143	307.0474	545.0477	761.5289	452.9049	404.1786	319.3434	936.5486	345.76	256.6214	500.3214	190.1954	267.9857	249.4914	402.4029	701.9837	544.95	314.9571	844.98	570.7849	0.0	572.8943	309.4046	482.8011	527.68	566.1143	287.9189	433.8571	181.9357	340.4	348.2857	420.2137	198.0643	284.1371	330.2143	501.6189	245.7906	292.5106	1990.0706	529.0571	108.0571	570.6114	526.8291	751.9254	389.9994	1003.1417	1051.996	405.672	248.4	333.1374	1311.6151	439.9786	435.0	539.7829	718.2669	138.2357	314.9429	341.0143	386.2771	764.7709	343.3643	278.8971	477.7963	0.0	457.8309
ko04210	121.2194	131.2903	18.2903	14.129	0.0	259.9461	274.7419	45.9355	11.4839	35.6129	188.8581	65.6645	74.7	42.0645	29.3613	28.3871	11.129	137.7419	237.2581	102.3203	0.0	124.2	0.0	16.4839	92.8494	32.3548	214.0323	16.0323	2.5161	50.629	283.5806	20.0968	129.4194	151.5242	108.1613	119.5123	199.129	23.2903	120.0613	75.7419	142.5216	120.1442	114.6829	5.7097	0.0	130.5484	71.1613	115.199	43.3871	25.1129	153.2542	131.6774	34.0	3.7097	0.6129	2.3871	1.1558	0.0	8.5161	141.7806	0.6774	232.6387	118.4516	124.2419	17.9677	12.0	10.4516	129.7603	52.9355	36.3548	120.3442	30.0	8.2903	43.2258	42.5129	87.129	150.8765	66.6129	6.3548	157.2581	17.8065	42.2097	168.9687	2.4258	1.6129	151.0861	38.6129	10.2258	23.6129	109.0323	22.6129	91.4516	59.6129	8.3548	75.3871	50.4839	1.129	95.9677	88.3548	0.0	72.5484	123.6474	47.0968	24.0919	2.4839	216.5484	196.2384	175.4581	93.6613	53.2903	15.2258	177.7871	67.1645	57.8387	168.6452	262.5913	276.2419	217.8519	91.4313	0.0774	0.2581	0.0	75.6968	85.5397	45.5806	2.3548	0.0	68.5806	2.7097	175.9887	105.0968	24.3871	33.1377	289.6065	21.4194	19.5484	112.4194	46.8677	34.7097	43.8065	53.8065	195.8242	74.1613	6.8387	47.3226	1.3816	0.0	144.7387	32.5484	28.2581	152.6452	0.0	20.9355	3.4194	8.9677	0.0	0.0	121.9542	50.6774	14.3871	0.0	138.4194	28.8065	31.3065	118.8468	17.2903	2.2581	132.3484	139.7635	174.5629	101.2365	185.3506	193.1742	107.3119	63.6452	34.6129	349.4732	110.0161	7.0	2.3871	145.2581	9.4194	23.4516	60.6452	13.0323	224.3977	54.3548	8.3226	60.2661	0.0	121.9681
ko04512	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04614	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	162.2222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04621	177.2077	0.0	18.4904	57.5385	0.0	0.0	0.0	87.6154	28.7788	59.1769	0.0	96.4142	0.0	82.2212	51.0519	59.1846	33.875	195.7115	478.8154	146.2396	8.8462	0.0	0.0	0.0	0.0	72.1923	203.1731	19.7115	0.0	68.3654	382.5604	57.2808	0.0	0.0	145.7981	0.0	0.0	201.6796	124.0327	106.3077	0.0	100.0719	0.0	0.0	130.3462	0.0	106.7115	136.3046	83.4038	69.4808	189.5012	0.0	0.0	71.6827	0.0	29.8077	0.0	0.0	19.8173	0.0	2.3077	303.9319	0.0	0.0	22.025	30.4019	40.3462	0.0	73.5231	70.1615	114.3719	81.7788	33.8462	83.6231	54.9019	53.5577	165.9565	109.4365	11.2692	125.0385	24.0827	96.7115	0.0	0.0	0.0	0.0	75.7596	39.2692	73.3077	97.9423	55.1154	0.0	94.3942	18.4615	83.9038	97.8462	0.0	100.0	126.7212	0.0	70.3558	0.0	0.0	64.7565	0.0	167.2308	0.0	201.5308	118.8877	69.4038	56.2769	0.0	0.0	128.1731	224.1892	491.1781	533.5827	246.7531	0.0	0.0	41.4769	0.0	0.0	86.1127	85.7981	9.9846	0.0	0.0	13.0769	0.0	146.4808	59.4712	0.0	0.0	0.0	46.9327	174.6827	0.0	77.3846	64.9846	85.4346	0.0	143.8365	24.2308	151.7269	0.0	0.0	0.0	45.7692	59.8308	0.0	0.0	53.1154	15.0385	41.6058	0.0	0.0	0.0	42.7019	43.2269	0.0	0.0	72.0769	82.0423	339.3212	21.6538	4.7308	170.7462	0.0	0.0	111.3396	309.0873	372.3923	102.3335	83.0385	73.15	291.0708	116.0673	25.8462	5.0077	0.0	7.3846	0.0	62.0	46.8192	0.0	77.8558	24.5077	118.0519	0.0	0.0
ko04626	376.6086	147.6331	96.4286	199.1143	136.6857	401.5997	379.4097	353.6	133.9571	363.7583	358.56	222.768	175.3763	223.7046	145.3869	199.4303	181.6857	666.9	1068.5629	323.8603	170.9143	271.896	240.9429	421.3526	397.6383	301.6526	384.2806	167.64	273.6571	893.2257	1741.1349	216.3777	323.6543	455.9786	353.7857	391.268	484.9	1257.2246	223.22	350.8954	277.8717	205.1831	333.21	202.8571	263.9429	305.7617	248.6286	186.4574	322.2	296.1997	420.0989	149.9429	179.1331	338.7857	149.6857	172.9714	167.804	253.2571	104.7429	246.1029	349.2143	627.0086	205.2571	222.5617	128.1629	164.9057	176.1	300.506	270.5086	267.4171	258.21	218.1474	131.2571	192.1931	133.3257	127.3	328.1151	392.9229	140.0857	216.3286	144.32	219.0571	285.9311	135.4057	122.5143	183.7477	157.2526	162.2286	219.9286	175.8714	185.2429	275.0571	256.7429	170.1046	200.0954	175.9714	179.7143	300.3714	349.8383	192.0286	208.1143	229.2397	897.3309	770.3177	203.0	335.4286	969.1769	400.3034	177.0331	237.8143	224.5886	409.0257	321.7886	318.8189	828.9149	1126.4511	1733.1686	562.328	298.4746	302.1829	407.9771	133.1526	226.6657	175.4249	203.2143	162.3371	256.6954	222.2903	202.324	535.3094	403.9954	280.8	151.5889	365.6457	135.7543	185.1	462.4286	188.8926	221.5143	163.7657	247.0257	354.1089	425.9	251.4143	482.5057	170.1469	301.6	330.7486	206.8903	238.7611	186.7029	241.9571	209.4331	182.9143	157.3143	121.7714	121.7714	192.5926	157.9143	143.1629	138.9857	207.7046	184.6383	195.0469	1087.7083	168.7714	209.524	302.8114	346.3431	583.3431	219.1569	690.9557	450.0531	223.7431	203.6143	185.3109	528.81	345.1286	203.0857	191.6457	510.0051	203.9	144.8857	248.1571	220.2086	302.2283	291.2429	179.3886	305.0969	254.0571	336.9731
ko04910	171.2282	100.3141	48.1346	128.2821	0.0	193.2903	198.9487	186.9103	87.0769	285.6026	157.3538	98.2515	73.3126	99.6859	72.791	134.2205	120.4295	377.9872	508.7718	150.0631	0.0	135.2956	0.6154	200.7692	195.0731	153.6282	170.0726	93.8795	3.7436	0.0	1143.1492	147.6605	135.0308	197.4362	181.3782	168.1726	240.7821	859.5936	102.9474	168.2051	97.139	75.1044	118.7931	8.5128	133.3077	124.9359	118.4872	133.9723	146.6795	213.329	134.29	62.8974	97.7179	197.109	114.0769	136.1282	0.0	0.0	65.4167	88.041	0.0	270.5015	86.7436	95.5385	59.0526	105.4192	130.1538	105.0159	140.7231	171.0872	116.4403	106.8654	73.8462	104.9654	52.409	0.0	168.0903	214.0756	95.0769	92.2692	68.8987	111.3333	111.1841	52.2718	0.0	76.0813	71.0321	98.2821	131.1218	107.2949	106.8269	129.5769	105.5874	91.6579	87.3333	99.5385	96.3333	143.1026	167.1987	0.0	91.891	118.3344	281.0536	409.0921	6.1026	119.8718	439.3082	166.1479	110.66	116.7692	177.4205	149.0744	138.0654	159.1667	479.1477	507.429	908.2636	264.1346	120.6415	0.0	148.6615	0.0	98.7515	69.1333	91.7372	102.4346	0.0	94.0	98.8205	231.0864	166.4872	183.8269	67.8754	145.9744	54.6564	95.6859	193.6603	89.3192	106.1795	97.6205	147.8487	162.2238	227.25	144.9359	332.7	111.8203	0.0	117.6654	121.9656	163.7872	97.8667	88.3974	123.3759	76.7179	69.6603	0.0	0.0	81.3226	68.9038	94.341	43.4744	80.859	89.0	113.7615	678.0	108.8718	2.4274	151.1897	136.6646	259.4577	89.6367	370.6223	233.2359	89.4915	88.0192	109.4821	268.8508	169.4167	148.5897	177.7282	234.0169	0.0	0.0	114.8462	144.5103	125.079	116.609	116.6769	173.5179	0.0	164.6244
ko04970	0.0	0.0	0.0	0.0	0.0	20.2	4.3333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2667	0.0	0.0	0.0	0.0	0.0	0.0	12.6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.7667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ko04974	180.712	162.8	20.44	51.52	0.0	382.8264	405.4	37.52	7.04	14.48	263.824	102.688	105.982	43.0	35.088	51.56	13.32	143.6	352.68	166.1384	0.0	170.532	0.0	22.8	123.2136	32.4	364.08	14.56	0.32	3.48	158.84	53.8	208.92	208.16	133.0	188.4984	246.92	13.36	176.758	78.32	197.6036	196.1096	196.2636	0.24	0.0	198.14	87.36	184.5636	39.44	59.36	139.6924	200.2	53.28	3.92	1.28	9.6	0.0	0.0	13.44	267.984	1.08	396.112	180.86	189.78	16.96	13.44	34.2	205.9916	99.36	69.68	188.2536	50.16	11.12	67.6	60.486	74.48	217.6236	74.96	5.84	250.74	16.0	74.16	251.0004	3.208	2.56	225.9136	47.44	14.0	76.28	146.96	66.92	133.36	75.32	13.04	74.0	86.32	0.8	84.16	102.4	0.0	67.84	160.6616	0.0	4.0668	0.32	340.84	312.8752	243.864	145.43	52.48	89.36	324.74	98.274	80.16	167.52	434.0264	294.24	294.1196	132.9076	0.096	0.32	0.0	100.192	115.7944	52.44	3.6	0.0	106.28	4.48	273.596	102.4	32.0	1.664	475.496	12.44	18.48	101.92	74.346	38.12	58.8	58.36	262.576	82.96	8.56	109.8	1.96	0.0	220.218	39.88	70.48	192.88	0.0	25.92	2.88	8.08	0.0	0.0	190.9964	58.0	53.2	0.0	199.1	37.76	65.8	281.08	1.6	4.24	215.376	190.0236	266.534	135.7064	330.6976	551.888	176.1336	81.2	71.36	486.6536	105.08	7.92	2.32	206.56	1.48	7.08	61.68	45.96	346.6964	45.96	12.08	120.84	0.0	162.4936
