# Constructed from biom file
#OTU ID	HBC	HCY	HY	HCN	C2_M	HAK	HCB	HCT	HBD	HAD	C10_M	HBI	C23_M	C13_M	C3_M	HCH	C24_M	HT	HDE	HCW	HK	C22_M	HCA	HF	HDB	C6_M	HCR	HAF	HBH	HBZ	HBJ	HAV	HBY	HM	HBR	HO	C19_M	HJ	HCJ	HAZ	HBL	HZ	HQ	HCQ	HDC	C9_M	C16_M	HP	HR	HCP	HL	HBG	HE	HAO	HAN	C7_M	HAE	HN	HU	HA	HAR	HAC	HCK	HAX	C4_M	C15_M	HCZ	HBB	HAL	HCO	HAG	HI	HDD	HDA	HBE	HBA	HBM	C14_M	HBF	HW	HCM	HBK	HC	HD	HG	HAA	C5_M	HAB	HAI	HBW	HAM	HCF	HAJ	C25_M	HBV	HAT	HCV	HCI	HAU	HCL	HS	HB	HCD	HCU	HAH	HAP	HV	HDF
ead1af466e3806e8a6ec721eb36c3be7	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	91	0	5	0	0	3	0	24	0	9	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	1920	0	0	15	0	0	0	91	0	2	0	6	0	0	2	0	0	47	15	0	0	0	0	0	0	26	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	212	0	7	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
ed00394f1c56bd53313aef40bcb73784	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3
efb405511888df0ceaed6e1c23fe990d	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
97f565c494d5ea22d1192ea0dc63bba2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
2ee52edc8e1aab8174501d84f3ae2bb2	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
e57b449cb5f3b89847a49a38ccab63a3	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c61efb4f9ab2b62e1f24ad02352e2b34	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f5f0debdaaf0daa1db9dc915c33eda0a	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a08c25f62d12caba2cae0431dd8d0b0c	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	11	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ffe5e9e2d92d3e72871584e4d5d20f9a	0	0	0	0	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3a70e36b47028ba83bb57a52e536b5b	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	4	0	163	0	5	0	0	0	0	0	13	25	0	0	2	0	0	0	4	0	7	0	2	22	0	0	0	0	0	0	0	19	0	0	0	0	0	21	0	0	34	175	11	23	2	10	0	0	0	0	7	0	31	0	0	8	0	0	0	0	11	0	6	0	5	25	2	0	0	0	0	0	14	34	26	5	0	0	0	0	0	0	0	0	6	10	0	0	0	0	0	0	0
88fc6bb6fda4d5406aa7ad44798feb15	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
4af2bba0458b3493e4d95bf1dda0483f	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2950bb04c06d6878edee24583e3cd0f8	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
516bb0da0d041b3aeee8a1308562daa1	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	49	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	3	0	12	0	0	0	0	0	0	0	0	0
bd0fd88a20579ff8263ebfb5d6bedd86	0	0	0	0	0	0	0	0	2	0	0	858	0	141	0	0	195	0	0	0	0	0	15	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	2014	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	859	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	70	0	0	0	0	3	0	0	0	0	0	18	22	0	0	0	0	0	0	0	0	0	0
cb835df8c5cd4df3f8693720ae462d53	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	67	0	0	0	0	3	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	108	0	2	0	19	0	0	3	0	0	145	2	0	0	0	2	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	157	0	19	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
2dc931660c101b50ff6524ac31f131cf	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
24d7819e7ab52dbba25469679540df7c	0	0	0	0	0	0	0	0	1	0	0	0	0	6	0	5	3	0	0	0	0	0	0	0	4	2	4	2	0	0	0	2	14	0	2	0	0	0	3	0	0	0	0	3	15	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	2	2	2	0	0	74	0	6	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	6	3	0	0	2	0	0	0	0	6	0	0	9
cfeb58a32e67f8a196e3d5db5f0b5a8f	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
510ea12f6bd836e73b00859a7886177e	0	0	0	0	0	0	0	0	0	5692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3783	0	293	0	0	0	0	0	0	0	108	0	0	0	291	0	0	0	0	7189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	620	0	0	0	0	100	0	0	0	0	8	0	0	0	0	0	0	0	0	2002	0	0	0	0	0	0	0	0
e731b6172de77bf57b01b72a9bc8c601	0	0	0	0	0	0	0	0	0	4810	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1892	130	0	0	0	0	0	0	0
a1f8dcd480d1d36337bfee8f6e55db58	0	0	0	0	0	0	0	0	0	4620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14300	0	0	0	0	0	0	0
07240038d5ec93c452511fa2bfc7972f	0	0	0	0	0	0	0	0	0	4345	0	0	0	0	0	3267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	241	0	1060	0	0	0	0	0	0	0	0	1109	0	345	0	208	0	0	0	0	0	0	0
613c3a1ae4bd8eb2a6735adeeeca4f95	0	0	0	0	0	0	0	0	0	3222	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2799	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1702dab3a5cfdd4c70e8c164a50c863c	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6db37fa671464121a0eb80a9c09b4b28	0	0	0	0	0	0	0	0	0	908	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	0
361f8a0bf776e9cc8ce86246b3e30bc2	0	0	0	0	0	0	0	0	0	881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1eb7a088a5146fe68968a4cfc645e9b5	0	0	0	0	0	0	0	0	0	878	0	0	0	0	0	276	0	0	0	0	0	0	0	580	0	0	0	0	0	0	0	2	0	0	0	492	0	0	0	0	0	129	0	0	0	0	0	115	643	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	335	0	0	0	0	0	0	143	0	0	0	0	0	78	0	0	0	0	0	158	0	0	0	5	0	0	0	0	0	0	0	219	323	0	0	0	0	0	0	0
45b058fdb3d900a82e7a508c702c1ac1	0	0	0	0	0	0	0	0	0	608	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	0	0	0	0	0	16	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	244	0	0	0	0	195	0	4	30	0	35	0	0	0	0	14	0	0	0	0	0	0	3	0	6	0	3	0	0	0	0	0	0	0	16	0	1642	0	0	0	0	109	15	126	39	0	26	0	0	0	0	0	0	7	0
178e6e1ffe8ac99bad084d87f04a9fe0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	6	479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	78	0	0	0	0	0	75	0	0	0	0	0	340	0	0	0	1	0	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0
1d4e406c78fb35b88120ccec8f1ff606	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0fe5d7f19dc301693b3fa7bf46d858e3	0	0	0	0	0	0	0	0	0	520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2077	0	0	0	0	0	0	0	0	0	0	0	0	0
426dab2413f06472b30cdbc2949b0dca	0	0	0	0	0	0	0	0	0	448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5a4c0fc6d8754670f766c8a5ada0b7e9	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cdab3d7cb7b18051cb4a9130d474b409	0	0	0	0	0	0	0	0	0	402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9a09fe7d547c6f24fba45f68dc9d968f	0	0	0	0	0	0	0	0	0	296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	25	0	0	0	0	247	0	0	0	0	129	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2362	0	0	0	0	0	0	0	59	0	9	0	0	0	0	0	0	0	0
49505bfd485682c4218e8cfba7e96a4b	0	0	0	0	0	0	0	0	0	289	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2492	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	939	565	0	413	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9817	0	0	0	0	0	0	0	0	0	0	67	0	0	449	37	5447	0	0	0	93	0	0
83b4be3e1e4109fb5cd6e18c9a14e6cf	0	0	0	0	0	0	0	0	0	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c2bbe55da18f3dc9a40b6127f3ec33c3	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	28	4	0	0	0	0	0	0	26	0	0	17	0	0	0	0	0	0	3	0	0	0	0	1329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	21	0	0	0
c1edebdfa012973359081788a71a6bc8	0	0	0	0	0	0	0	0	0	227	0	763	0	0	0	0	0	0	0	3991	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0
2fb322086e34ccfc6739644bd28102e9	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
428b1a83b0c33c664aa0c0a11279a466	0	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
878c4e81e97c164299847848f13471f9	0	0	0	0	0	0	0	0	0	184	60	0	194	0	19	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	61	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	6	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0
23a4888ddaad362419b1bcb1547ced54	0	0	0	0	0	0	0	0	0	179	0	0	0	0	706	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409	0	0	964	0	555	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
c346d8386ff66b5150ef6e741cd5e89e	0	0	0	0	0	0	0	0	0	166	0	141	0	0	0	0	0	0	0	0	0	0	0	0	26031	0	0	0	0	0	0	0	0	0	18301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1530	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	1047	0	0	0	0	0	0	469	0	0	0	0	0	0	0	0	0	0	0	0
8c2c00f979bc2aa9a0eadee8251498bb	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0
f1157a5e301611abb1bf35b3787b8866	0	0	0	0	0	0	0	0	0	148	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0
8784955819c48262543ff165eb572858	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
031521bffb63b7c422b9f179262c6c19	0	0	0	0	0	0	0	0	0	107	8	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f3a6bdef90341f01be2039317f05c6bb	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	27	31	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	2	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0
d8995f24fee8087f2242c753a53eb946	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	2968	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0
2c32d806c659a61cc88ef1135b5b4efd	0	0	0	0	0	0	0	0	0	74	9	0	0	1264	284	0	1090	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	1377	875	0	3544	0	0	0	0	0	0	0	0	0	0	0	785	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0	0	871	10	0	0	247	0	0	0	0	0	0	0
bbfb2748a47a11a9555ed773cb340394	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8c6cc2fc876de109cbcb4d7d8d879315	0	0	0	0	0	0	0	0	0	57	18	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
f92da6d31fe6a875cc0f9e1422963fea	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
