	mean_EC
EC:3.1.22.4	1.0444
EC:3.1.25.1	0.00075
EC:3.1.26.11	0.6186
EC:3.1.26.12	0.6297
EC:3.1.26.3	0.98455
EC:3.1.26.4	2.1697
EC:3.1.26.5	0.94615
EC:3.1.26.8	0.2189
EC:3.1.27.1	0.138
EC:3.1.27.3	0.0627
EC:3.1.27.6	0.1237
EC:3.1.27.9	0.0266
EC:3.1.3.1	0.9389
EC:3.1.3.10	0.15195
EC:3.1.3.11	1.19755
EC:3.1.3.12	0.38555
EC:3.1.3.15	0.66615
EC:3.1.3.16	1.4461
EC:3.1.3.18	1.56015
EC:3.1.3.2	0.4523
EC:3.1.3.21	1e-04
EC:3.1.3.23	0.57215
EC:3.1.3.25	1.3411
EC:3.1.3.26	0.1281
EC:3.1.3.27	0.79685
EC:3.1.3.29	0.00025
EC:3.1.3.3	1.22235
EC:3.1.3.32	0.00015
EC:3.1.3.37	0.09825
EC:3.1.3.39	0.00295
EC:3.1.3.4	0.19585
EC:3.1.3.41	0.15875
EC:3.1.3.45	0.4924
EC:3.1.3.48	1.65025
EC:3.1.3.5	1.6141
EC:3.1.3.57	0.00065
EC:3.1.3.6	0.5401
EC:3.1.3.64	5e-05
EC:3.1.3.69	0.00615
EC:3.1.3.7	0.9511
EC:3.1.3.70	0.1413
EC:3.1.3.71	0.14065
EC:3.1.3.73	0.4382
EC:3.1.3.74	5e-05
EC:3.1.3.76	0.00035
EC:3.1.3.77	0.1294
EC:3.1.3.78	0.02695
EC:3.1.3.79	0.0032
EC:3.1.3.8	0.10775
EC:3.1.3.81	0.1947
EC:3.1.3.82	0.4624
EC:3.1.3.83	0.4624
EC:3.1.3.86	5e-05
EC:3.1.3.87	0.05425
EC:3.1.3.88	5e-04
EC:3.1.3.89	0.2087
EC:3.1.3.90	0.0975
EC:3.1.3.92	0.01795
EC:3.1.3.93	0.01645
EC:3.1.3.95	5e-05
EC:3.1.30.1	0.01545
EC:3.1.31.1	0.1766
EC:3.1.4.1	0.00045
EC:3.1.4.11	5e-05
EC:3.1.4.12	0.0362
EC:3.1.4.14	0.16615
EC:3.1.4.16	0.5401
EC:3.1.4.17	0.0377
EC:3.1.4.3	0.40865
EC:3.1.4.37	0.0022
EC:3.1.4.4	0.01985
EC:3.1.4.44	5e-05
EC:3.1.4.46	1.883
EC:3.1.4.50	0.00095
EC:3.1.4.52	0.2178
EC:3.1.4.53	5e-04
EC:3.1.4.54	0.0052
EC:3.1.4.55	0.35295
EC:3.1.4.56	0.0014
EC:3.1.5.1	0.78415
EC:3.1.6.1	0.5823
EC:3.1.6.12	0.0045
EC:3.1.6.13	0.014
EC:3.1.6.14	0.0136
EC:3.1.6.2	2e-04
EC:3.1.6.4	0.00405
EC:3.1.6.6	0.1261
EC:3.1.6.8	0.0214
EC:3.1.7.2	0.3519
EC:3.1.7.8	0.00015
EC:3.1.7.9	0.00015
EC:3.1.8.1	0.00255
EC:3.10.1.1	0.0084
EC:3.11.1.1	0.18315
EC:3.11.1.2	0.0393
EC:3.11.1.3	0.00105
EC:3.13.1.1	0.05485
EC:3.13.1.3	0.00995
EC:3.2.1.1	0.9387
EC:3.2.1.10	0.2001
EC:3.2.1.101	5e-05
EC:3.2.1.11	0.01895
EC:3.2.1.113	0.0029
EC:3.2.1.122	0.2145
EC:3.2.1.123	0.0295
EC:3.2.1.130	0.00285
EC:3.2.1.132	0.03805
EC:3.2.1.135	0.0428
EC:3.2.1.136	0.02735
EC:3.2.1.139	0.06865
EC:3.2.1.14	0.5148
EC:3.2.1.141	0.2122
EC:3.2.1.143	0.00275
EC:3.2.1.15	0.03215
EC:3.2.1.150	5e-05
EC:3.2.1.151	1e-04
EC:3.2.1.152	0.00065
EC:3.2.1.155	1e-04
EC:3.2.1.156	0.02475
EC:3.2.1.164	0.00435
EC:3.2.1.165	0.01435
EC:3.2.1.166	0.00145
EC:3.2.1.169	0.00065
EC:3.2.1.17	0.6026
EC:3.2.1.170	0.09555
EC:3.2.1.172	0.2361
EC:3.2.1.175	1e-04
EC:3.2.1.177	0.34985
EC:3.2.1.18	0.1731
EC:3.2.1.180	0.14805
EC:3.2.1.183	0.0364
EC:3.2.1.184	0.05215
EC:3.2.1.185	0.00355
EC:3.2.1.187	0.00205
EC:3.2.1.20	1.1356
EC:3.2.1.21	1.60045
EC:3.2.1.22	0.76345
EC:3.2.1.23	1.2825
EC:3.2.1.24	0.2613
EC:3.2.1.25	0.19925
EC:3.2.1.26	0.5139
EC:3.2.1.28	0.33855
EC:3.2.1.3	0.0511
EC:3.2.1.31	0.15675
EC:3.2.1.35	0.07055
EC:3.2.1.37	0.20595
EC:3.2.1.39	3e-04
EC:3.2.1.4	0.7613
EC:3.2.1.40	0.208
EC:3.2.1.41	0.1741
EC:3.2.1.45	0.1685
EC:3.2.1.46	0.00215
EC:3.2.1.50	0.05105
EC:3.2.1.51	0.57395
EC:3.2.1.52	1.41705
EC:3.2.1.54	0.01115
EC:3.2.1.55	0.3595
EC:3.2.1.58	0.02175
EC:3.2.1.59	5e-05
EC:3.2.1.6	7e-04
EC:3.2.1.64	0.04715
EC:3.2.1.65	0.0378
EC:3.2.1.67	0.00025
EC:3.2.1.68	0.0016
EC:3.2.1.70	0.0857
EC:3.2.1.73	0.0068
EC:3.2.1.76	0.0016
EC:3.2.1.78	0.1721
EC:3.2.1.8	0.2748
EC:3.2.1.80	0.0975
EC:3.2.1.81	0.0182
EC:3.2.1.82	0.01935
EC:3.2.1.85	0.1016
EC:3.2.1.86	1.64765
EC:3.2.1.89	0.1403
EC:3.2.1.91	0.0434
EC:3.2.1.93	0.3489
EC:3.2.1.96	0.11815
EC:3.2.1.97	0.0401
EC:3.2.1.99	0.1405
EC:3.2.2.1	0.51945
EC:3.2.2.16	0.00175
EC:3.2.2.20	0.79185
EC:3.2.2.21	1.1102
EC:3.2.2.23	0.9477
EC:3.2.2.24	0.06275
EC:3.2.2.26	0.0575
EC:3.2.2.27	0.86635
EC:3.2.2.3	0.0072
EC:3.2.2.30	0.0355
EC:3.2.2.4	0.34055
EC:3.2.2.5	0.0034
EC:3.2.2.8	0.0699
EC:3.2.2.9	0.7821
EC:3.3.1.1	0.5661
EC:3.3.2.1	0.2363
EC:3.3.2.10	0.00035
EC:3.3.2.12	0.16745
EC:3.3.2.13	0.00135
EC:3.3.2.2	7e-04
EC:3.3.2.5	7e-04
EC:3.3.2.6	5e-05
EC:3.3.2.8	0.0594
EC:3.3.2.9	0.0343
EC:3.4.11.1	0.96495
EC:3.4.11.10	0.08135
EC:3.4.11.14	0.0266
EC:3.4.11.15	0.00505
EC:3.4.11.18	1.5145
EC:3.4.11.19	0.167
EC:3.4.11.2	0.8282
EC:3.4.11.21	0.186
EC:3.4.11.23	0.19805
EC:3.4.11.24	0.027
EC:3.4.11.4	0.7134
EC:3.4.11.5	0.62635
EC:3.4.11.6	0.046
EC:3.4.11.7	0.09655
EC:3.4.11.9	1.20075
EC:3.4.13.19	0.4494
EC:3.4.13.21	0.28
EC:3.4.13.22	0.33955
EC:3.4.13.9	0.6217
EC:3.4.14.1	1e-04
EC:3.4.14.10	0.00025
EC:3.4.14.11	0.1414
EC:3.4.14.12	0.00355
EC:3.4.14.4	0.0364
EC:3.4.14.5	0.2166
EC:3.4.14.9	1e-04
EC:3.4.15.1	0.04495
EC:3.4.15.5	0.42395
EC:3.4.15.6	0.11185
EC:3.4.16.2	5e-05
EC:3.4.16.4	2.8184
EC:3.4.16.5	0.00085
EC:3.4.16.6	0.00015
EC:3.4.17.1	1e-04
EC:3.4.17.11	0.2682
EC:3.4.17.13	0.46475
EC:3.4.17.14	0.0156
EC:3.4.17.18	0.0073
EC:3.4.17.19	0.2812
EC:3.4.17.2	5e-05
EC:3.4.17.20	5e-05
EC:3.4.17.21	0.01615
EC:3.4.17.22	0.00035
EC:3.4.17.4	5e-05
EC:3.4.19.1	0.037
EC:3.4.19.11	0.06795
EC:3.4.19.12	8e-04
EC:3.4.19.13	1.19685
EC:3.4.19.14	0.00015
EC:3.4.19.3	0.3237
EC:3.4.19.5	0.3054
EC:3.4.21.1	1e-04
EC:3.4.21.10	0.002
EC:3.4.21.100	0.0215
EC:3.4.21.101	0.0102
EC:3.4.21.102	1.16825
EC:3.4.21.105	0.1959
EC:3.4.21.107	1.01515
EC:3.4.21.108	1e-04
EC:3.4.21.109	5e-05
EC:3.4.21.110	0.01395
EC:3.4.21.116	0.09375
EC:3.4.21.117	5e-05
EC:3.4.21.19	0.0928
EC:3.4.21.2	5e-05
EC:3.4.21.22	5e-05
EC:3.4.21.26	0.32965
EC:3.4.21.34	1e-04
EC:3.4.21.35	0.0011
EC:3.4.21.36	0.00015
EC:3.4.21.4	0.00665
EC:3.4.21.41	0.00015
EC:3.4.21.42	1e-04
EC:3.4.21.46	5e-05
EC:3.4.21.50	0.00035
EC:3.4.21.53	1.0254
EC:3.4.21.59	6e-04
EC:3.4.21.61	0.0012
EC:3.4.21.62	0.04215
EC:3.4.21.66	0.0298
EC:3.4.21.68	3e-04
EC:3.4.21.69	0.00015
EC:3.4.21.71	0.0013
EC:3.4.21.72	0.03265
EC:3.4.21.73	1e-04
EC:3.4.21.75	5e-05
EC:3.4.21.76	0.00015
EC:3.4.21.80	0.00365
EC:3.4.21.81	0.0224
EC:3.4.21.82	0.0017
EC:3.4.21.83	0.474
EC:3.4.21.88	0.90025
EC:3.4.21.89	1.58665
EC:3.4.21.9	5e-05
EC:3.4.21.92	1.44505
EC:3.4.21.93	5e-05
EC:3.4.21.96	0.0606
EC:3.4.22.1	5e-05
EC:3.4.22.10	0.0025
EC:3.4.22.15	0.0016
EC:3.4.22.36	5e-05
EC:3.4.22.37	0.0063
EC:3.4.22.38	5e-05
EC:3.4.22.4	0.00585
EC:3.4.22.40	0.2048
EC:3.4.22.48	0.0276
EC:3.4.22.68	5e-05
EC:3.4.22.70	0.6934
EC:3.4.22.8	0.0055
EC:3.4.23.1	0.00015
EC:3.4.23.3	1e-04
EC:3.4.23.36	1.07465
EC:3.4.23.4	0.00015
EC:3.4.23.42	0.00535
EC:3.4.23.43	1.1746
EC:3.4.23.48	0.0487
EC:3.4.23.49	0.049
EC:3.4.23.5	0.00015
EC:3.4.23.51	0.1498
EC:3.4.23.52	0.0212
EC:3.4.24.11	0.00825
EC:3.4.24.13	0.0206
EC:3.4.24.15	0.0294
EC:3.4.24.16	1e-04
EC:3.4.24.20	0.0144
EC:3.4.24.21	7e-04
EC:3.4.24.25	0.05055
EC:3.4.24.26	0.02115
EC:3.4.24.27	0.0332
EC:3.4.24.28	0.0214
EC:3.4.24.29	0.03225
EC:3.4.24.3	0.1251
EC:3.4.24.30	0.00345
EC:3.4.24.34	0.00015
EC:3.4.24.37	5e-05
EC:3.4.24.40	0.11765
EC:3.4.24.55	0.1542
EC:3.4.24.56	0.0067
EC:3.4.24.61	0.00015
EC:3.4.24.63	5e-05
EC:3.4.24.64	0.00015
EC:3.4.24.68	0.00185
EC:3.4.24.69	0.0071
EC:3.4.24.70	0.404
EC:3.4.24.71	0.0423
EC:3.4.24.75	0.03175
EC:3.4.24.77	0.03305
EC:3.4.24.78	0.09115
EC:3.4.24.80	2e-04
EC:3.4.24.83	0.0022
EC:3.4.24.84	0.154
EC:3.4.25.1	0.22545
EC:3.4.25.2	0.62805
EC:3.5.1.1	1.0989
EC:3.5.1.10	0.74415
EC:3.5.1.100	0.0259
EC:3.5.1.101	0.05085
EC:3.5.1.102	0.0027
EC:3.5.1.103	0.10015
EC:3.5.1.105	0.27755
EC:3.5.1.106	0.03465
EC:3.5.1.107	0.0429
EC:3.5.1.108	0.62175
EC:3.5.1.11	0.33325
EC:3.5.1.110	0.15665
EC:3.5.1.112	0.00015
EC:3.5.1.114	0.00065
EC:3.5.1.115	0.10035
EC:3.5.1.116	0.00115
EC:3.5.1.118	0.5269
EC:3.5.1.15	0.02265
EC:3.5.1.16	0.70305
EC:3.5.1.18	1.06015
EC:3.5.1.19	0.4926
EC:3.5.1.2	0.6124
EC:3.5.1.23	0.0401
EC:3.5.1.24	0.3378
EC:3.5.1.25	0.8671
EC:3.5.1.26	0.0594
EC:3.5.1.28	2.4713
EC:3.5.1.29	0.00135
EC:3.5.1.3	8e-04
EC:3.5.1.31	0.00025
EC:3.5.1.32	0.7476
EC:3.5.1.38	0.0522
EC:3.5.1.4	1.0986
EC:3.5.1.41	0.02165
EC:3.5.1.42	0.95
EC:3.5.1.44	0.2912
EC:3.5.1.46	0.1357
EC:3.5.1.47	0.12175
EC:3.5.1.49	0.1437
EC:3.5.1.5	1.22445
EC:3.5.1.52	1e-04
EC:3.5.1.53	0.3241
EC:3.5.1.54	0.2083
EC:3.5.1.56	0.02075
EC:3.5.1.59	0.0049
EC:3.5.1.68	0.08395
EC:3.5.1.77	0.0194
EC:3.5.1.78	0.125
EC:3.5.1.81	0.21735
EC:3.5.1.82	0.03205
EC:3.5.1.86	0.0407
EC:3.5.1.87	0.4985
EC:3.5.1.88	1.5747
EC:3.5.1.89	5e-05
EC:3.5.1.9	0.17855
EC:3.5.1.90	0.01185
EC:3.5.1.94	0.08035
EC:3.5.1.96	0.27195
EC:3.5.1.97	0.13705
EC:3.5.1.98	0.00205
EC:3.5.1.99	0.00645
EC:3.5.2.10	0.35645
EC:3.5.2.12	0.01555
EC:3.5.2.14	0.49265
EC:3.5.2.15	0.025
EC:3.5.2.17	0.45565
EC:3.5.2.18	0.0248
EC:3.5.2.2	0.33935
EC:3.5.2.3	1.51175
EC:3.5.2.5	0.27915
EC:3.5.2.6	1.1103
EC:3.5.2.7	0.5179
EC:3.5.2.9	0.11315
EC:3.5.3.1	0.32955
EC:3.5.3.11	0.6091
EC:3.5.3.12	0.3294
EC:3.5.3.13	0.10975
EC:3.5.3.15	0.0072
EC:3.5.3.17	0.0325
EC:3.5.3.18	0.06535
EC:3.5.3.22	0.00125
EC:3.5.3.23	0.2723
EC:3.5.3.25	0.00445
EC:3.5.3.26	0.18675
EC:3.5.3.3	0.04125
EC:3.5.3.4	0.137
EC:3.5.3.6	0.3878
EC:3.5.3.7	0.08995
EC:3.5.3.8	0.39655
EC:3.5.3.9	0.25075
EC:3.5.4.1	0.5711
EC:3.5.4.10	1.0036
EC:3.5.4.12	0.37825
EC:3.5.4.13	0.6783
EC:3.5.4.16	1.16035
EC:3.5.4.19	0.8714
EC:3.5.4.2	0.39165
EC:3.5.4.21	0.0011
EC:3.5.4.25	1.29895
EC:3.5.4.26	0.9007
EC:3.5.4.27	0.0381
EC:3.5.4.28	0.2825
EC:3.5.4.29	0.0136
EC:3.5.4.3	0.39355
EC:3.5.4.30	0.00085
EC:3.5.4.31	0.2825
EC:3.5.4.32	0.0571
EC:3.5.4.33	0.78325
EC:3.5.4.35	5e-05
EC:3.5.4.39	0.01785
EC:3.5.4.4	0.74085
EC:3.5.4.40	0.03575
EC:3.5.4.5	0.7825
EC:3.5.4.6	5e-05
EC:3.5.4.9	1.0825
EC:3.5.5.1	0.1972
EC:3.5.5.4	2e-04
EC:3.5.5.7	0.07805
EC:3.5.99.10	0.72465
EC:3.5.99.2	0.3888
EC:3.5.99.3	0.00795
EC:3.5.99.4	2e-04
EC:3.5.99.5	0.03735
EC:3.5.99.6	0.66865
EC:3.5.99.7	0.20225
EC:3.6.1.1	1.48255
EC:3.6.1.11	1.25365
EC:3.6.1.12	0.00085
EC:3.6.1.13	0.9023
EC:3.6.1.15	0.02665
EC:3.6.1.16	0.00015
EC:3.6.1.17	0.0072
EC:3.6.1.18	2e-04
EC:3.6.1.19	0.0011
EC:3.6.1.21	0.00235
EC:3.6.1.22	0.55715
EC:3.6.1.23	0.8822
EC:3.6.1.25	0.1826
EC:3.6.1.26	0.1996
EC:3.6.1.27	2.5589
EC:3.6.1.29	0.00025
EC:3.6.1.31	0.8527
EC:3.6.1.40	1.25305
EC:3.6.1.41	0.36945
EC:3.6.1.45	0.23875
EC:3.6.1.5	0.0021
EC:3.6.1.52	1e-04
EC:3.6.1.53	0.00015
EC:3.6.1.54	0.45925
EC:3.6.1.55	1.82575
EC:3.6.1.56	0.00055
EC:3.6.1.57	0.0116
EC:3.6.1.58	0.00055
EC:3.6.1.59	2e-04
EC:3.6.1.6	0.00105
EC:3.6.1.61	0.00325
EC:3.6.1.62	0.00065
EC:3.6.1.63	0.26595
EC:3.6.1.64	3e-04
EC:3.6.1.65	0.1343
EC:3.6.1.66	1.1669
EC:3.6.1.7	0.62985
EC:3.6.1.8	0.36355
EC:3.6.1.9	4e-04
EC:3.6.3.10	0.00195
EC:3.6.3.12	1.62015
EC:3.6.3.14	2.972
EC:3.6.3.16	0.29755
EC:3.6.3.17	2.88925
EC:3.6.3.2	0.4181
EC:3.6.3.20	0.4006
EC:3.6.3.21	2.1586
EC:3.6.3.22	0.00135
EC:3.6.3.24	0.31405
EC:3.6.3.25	0.51965
EC:3.6.3.27	1.1717
EC:3.6.3.28	0.47665
EC:3.6.3.29	0.65065
EC:3.6.3.3	0.85855
EC:3.6.3.30	0.89165
EC:3.6.3.31	0.63535
EC:3.6.3.32	0.6167
EC:3.6.3.33	0.1703
EC:3.6.3.34	2.96095
EC:3.6.3.36	0.2369
EC:3.6.3.4	0.5815
EC:3.6.3.40	0.17895
EC:3.6.3.41	0.42035
EC:3.6.3.44	0.1598
EC:3.6.3.5	0.85855
EC:3.6.3.54	1.28065
EC:3.6.3.55	0.13555
EC:3.6.3.6	0.03625
EC:3.6.3.8	0.5005
EC:3.6.3.9	0.00605
EC:3.6.4.12	9.00065
EC:3.6.4.13	3.5564
EC:3.6.4.3	5e-05
EC:3.6.4.6	0.0032
EC:3.7.1.12	0.38345
EC:3.7.1.13	0.00135
EC:3.7.1.14	0.12405
EC:3.7.1.17	0.0629
EC:3.7.1.19	0.00245
EC:3.7.1.2	0.38495
EC:3.7.1.20	0.20485
EC:3.7.1.21	0.0039
EC:3.7.1.22	0.26895
EC:3.7.1.3	0.2511
EC:3.7.1.5	0.04085
EC:3.7.1.8	0.00305
EC:3.7.1.9	0.0399
EC:3.8.1.2	0.5953
EC:3.8.1.3	0.1436
EC:3.8.1.5	0.1546
EC:3.8.1.8	0.00075
EC:4.1.1.1	0.0019
EC:4.1.1.11	0.64685
EC:4.1.1.12	0.08045
EC:4.1.1.15	0.34865
EC:4.1.1.17	0.5126
EC:4.1.1.18	0.3747
EC:4.1.1.19	0.7466
EC:4.1.1.2	0.09435
EC:4.1.1.20	1.2796
EC:4.1.1.21	0.0016
EC:4.1.1.22	0.04785
EC:4.1.1.23	1.01305
EC:4.1.1.25	0.0157
EC:4.1.1.28	0.0464
EC:4.1.1.29	0.0044
EC:4.1.1.3	0.75735
EC:4.1.1.31	0.64015
EC:4.1.1.32	0.2131
EC:4.1.1.33	0.1886
EC:4.1.1.35	0.16325
EC:4.1.1.36	1.00095
EC:4.1.1.37	0.9009
EC:4.1.1.39	0.19765
EC:4.1.1.4	0.09745
EC:4.1.1.41	0.0598
EC:4.1.1.44	0.93835
EC:4.1.1.45	0.11775
EC:4.1.1.46	0.04615
EC:4.1.1.47	0.19455
EC:4.1.1.48	0.91515
EC:4.1.1.49	0.59875
EC:4.1.1.5	0.26785
EC:4.1.1.50	0.4192
EC:4.1.1.51	0.0011
EC:4.1.1.55	0.0605
EC:4.1.1.6	5e-04
EC:4.1.1.61	0.00065
EC:4.1.1.64	0.0304
EC:4.1.1.65	0.7955
EC:4.1.1.68	0.2194
EC:4.1.1.69	0.00245
EC:4.1.1.7	0.09685
EC:4.1.1.70	0.02215
EC:4.1.1.71	0.04585
EC:4.1.1.73	0.3239
EC:4.1.1.74	0.20695
EC:4.1.1.75	0.01735
EC:4.1.1.76	0.0074
EC:4.1.1.77	0.08265
EC:4.1.1.79	0.03425
EC:4.1.1.8	0.1015
EC:4.1.1.81	0.1871
EC:4.1.1.82	0.06265
EC:4.1.1.83	0.0108
EC:4.1.1.85	0.2831
EC:4.1.1.86	0.1632
EC:4.1.1.87	0.27155
EC:4.1.1.9	0.06705
EC:4.1.1.94	0.00025
EC:4.1.1.95	0.00105
EC:4.1.1.96	0.2047
EC:4.1.1.97	0.1904
EC:4.1.1.98	1.1824
EC:4.1.1.99	0.0066
EC:4.1.2.13	1.705
EC:4.1.2.14	0.90405
EC:4.1.2.17	0.5034
EC:4.1.2.19	0.193
EC:4.1.2.20	0.19945
EC:4.1.2.21	0.2783
EC:4.1.2.22	0.24415
EC:4.1.2.25	0.9125
EC:4.1.2.27	1e-04
EC:4.1.2.29	0.0453
EC:4.1.2.34	0.00115
EC:4.1.2.4	0.84735
EC:4.1.2.40	0.4432
EC:4.1.2.41	0.06045
EC:4.1.2.43	0.14115
EC:4.1.2.44	0.03265
EC:4.1.2.45	0.0029
EC:4.1.2.5	0.70975
EC:4.1.2.50	0.7632
EC:4.1.2.51	4e-04
EC:4.1.2.52	0.40905
EC:4.1.2.53	0.09645
EC:4.1.2.55	0.00435
EC:4.1.2.56	0.0087
EC:4.1.2.57	0.10065
EC:4.1.2.8	5e-05
EC:4.1.2.9	0.24415
EC:4.1.3.1	0.51875
EC:4.1.3.16	0.00565
EC:4.1.3.17	0.1305
EC:4.1.3.24	0.05915
EC:4.1.3.25	0.1199
EC:4.1.3.27	1.78115
EC:4.1.3.3	0.27155
EC:4.1.3.30	0.38105
EC:4.1.3.34	0.73065
EC:4.1.3.36	0.4758
EC:4.1.3.38	0.6869
EC:4.1.3.39	0.2959
EC:4.1.3.4	0.5359
EC:4.1.3.40	0.33875
EC:4.1.3.41	0.01695
EC:4.1.3.42	0.86445
EC:4.1.3.43	0.0415
EC:4.1.3.44	0.01835
EC:4.1.3.45	0.01605
EC:4.1.3.46	0.00145
EC:4.1.99.1	0.16715
EC:4.1.99.11	0.0054
EC:4.1.99.12	1.10595
EC:4.1.99.14	0.11515
EC:4.1.99.16	0.0303
EC:4.1.99.17	0.70415
EC:4.1.99.18	1.6227
EC:4.1.99.19	0.33145
EC:4.1.99.2	0.0212
EC:4.1.99.20	0.0118
EC:4.1.99.3	0.8123
EC:4.1.99.5	0.0123
EC:4.2.1.1	1.54445
EC:4.2.1.10	1.12495
EC:4.2.1.100	0.00455
EC:4.2.1.101	0.06045
EC:4.2.1.103	0.0893
EC:4.2.1.104	0.1726
EC:4.2.1.106	0.00195
EC:4.2.1.107	0.00665
EC:4.2.1.108	0.1239
EC:4.2.1.109	0.1723
EC:4.2.1.11	1.08125
EC:4.2.1.113	0.44515
EC:4.2.1.114	0.02375
EC:4.2.1.115	0.0735
EC:4.2.1.116	0.0142
EC:4.2.1.118	0.04265
EC:4.2.1.119	0.01095
EC:4.2.1.12	0.39995
EC:4.2.1.120	0.03775
EC:4.2.1.126	0.5572
EC:4.2.1.129	0.10635
EC:4.2.1.130	0.1285
EC:4.2.1.131	0.02145
EC:4.2.1.132	0.0393
EC:4.2.1.134	2e-04
EC:4.2.1.135	0.00705
EC:4.2.1.136	0.01475
EC:4.2.1.137	0.04115
EC:4.2.1.138	0.0021
EC:4.2.1.140	0.0108
EC:4.2.1.141	0.0276
EC:4.2.1.144	0.00655
EC:4.2.1.147	0.04985
EC:4.2.1.148	0.04595
EC:4.2.1.149	0.17905
EC:4.2.1.151	0.1028
EC:4.2.1.152	0.00015
EC:4.2.1.153	0.09755
EC:4.2.1.154	2e-04
EC:4.2.1.17	2.1432
EC:4.2.1.18	0.30145
EC:4.2.1.19	0.83765
EC:4.2.1.2	1.6965
EC:4.2.1.20	1.98745
EC:4.2.1.22	0.2991
EC:4.2.1.24	0.8662
EC:4.2.1.25	0.02355
EC:4.2.1.28	0.2504
EC:4.2.1.3	1.5049
EC:4.2.1.30	0.06885
EC:4.2.1.32	0.24265
EC:4.2.1.33	1.9705
EC:4.2.1.35	1.9671
EC:4.2.1.36	0.001
EC:4.2.1.40	0.30455
EC:4.2.1.41	0.15455
EC:4.2.1.42	0.24455
EC:4.2.1.43	0.0155
EC:4.2.1.44	0.366
EC:4.2.1.45	0.1579
EC:4.2.1.46	1.1101
EC:4.2.1.47	0.5318
EC:4.2.1.49	0.5453
EC:4.2.1.5	0.0104
EC:4.2.1.51	1.07
EC:4.2.1.53	0.18545
EC:4.2.1.55	0.0983
EC:4.2.1.56	0.0558
EC:4.2.1.57	0.04705
EC:4.2.1.59	1.36785
EC:4.2.1.6	0.32575
EC:4.2.1.65	2e-04
EC:4.2.1.66	5e-05
EC:4.2.1.68	0.1081
EC:4.2.1.7	0.46765
EC:4.2.1.75	1.0591
EC:4.2.1.76	0.00125
EC:4.2.1.77	0.05455
EC:4.2.1.79	0.28965
EC:4.2.1.8	0.6845
EC:4.2.1.80	0.2728
EC:4.2.1.83	0.11545
EC:4.2.1.84	0.1515
EC:4.2.1.9	1.3362
EC:4.2.1.90	0.1065
EC:4.2.1.91	0.14445
EC:4.2.1.92	1e-04
EC:4.2.1.93	1e-04
EC:4.2.1.96	0.47005
EC:4.2.1.99	0.41705
EC:4.2.2.1	0.10445
EC:4.2.2.10	0.03775
EC:4.2.2.17	0.0101
EC:4.2.2.19	2e-04
EC:4.2.2.2	0.13965
EC:4.2.2.20	0.02335
EC:4.2.2.21	0.02335
EC:4.2.2.23	0.06585
EC:4.2.2.24	0.0053
EC:4.2.2.3	0.10485
EC:4.2.2.5	0.02735
EC:4.2.2.6	0.0773
EC:4.2.2.7	0.0083
EC:4.2.2.8	0.0169
EC:4.2.2.9	0.01345
EC:4.2.3.1	1.13745
EC:4.2.3.118	0.01735
EC:4.2.3.12	0.7632
EC:4.2.3.124	0.00325
EC:4.2.3.130	0.0524
EC:4.2.3.2	0.00025
EC:4.2.3.22	0.0303
EC:4.2.3.3	0.43455
EC:4.2.3.37	0.0066
EC:4.2.3.4	1.026
EC:4.2.3.5	0.9886
EC:4.2.3.6	1e-04
EC:4.2.3.7	0.0034
EC:4.2.3.75	0.0303
EC:4.2.3.89	0.0021
EC:4.2.3.90	0.0024
EC:4.2.3.96	0.00265
EC:4.2.99.18	2.4001
EC:4.2.99.20	0.29125
EC:4.2.99.21	0.1674
EC:4.3.1.1	0.571
EC:4.3.1.12	0.577
EC:4.3.1.14	0.0394
EC:4.3.1.15	0.2106
EC:4.3.1.17	1.4586
EC:4.3.1.18	0.3123
EC:4.3.1.19	1.56345
EC:4.3.1.2	0.04005
EC:4.3.1.23	0.00615
EC:4.3.1.24	0.00835
EC:4.3.1.29	0.041
EC:4.3.1.3	0.7615
EC:4.3.1.30	0.00115
EC:4.3.1.4	0.04005
EC:4.3.1.7	0.653
EC:4.3.2.1	1.00125
EC:4.3.2.2	1.0407
EC:4.3.2.3	0.303
EC:4.3.2.5	0.00065
EC:4.3.2.6	6e-04
EC:4.3.3.2	0.00655
EC:4.3.3.6	0.61525
EC:4.3.3.7	2.09555
EC:4.3.99.3	0.4412
EC:4.4.1.1	0.25545
EC:4.4.1.11	0.2646
EC:4.4.1.13	0.00025
EC:4.4.1.14	0.0024
EC:4.4.1.15	0.2554
EC:4.4.1.16	0.84155
EC:4.4.1.19	0.0423
EC:4.4.1.2	0.0794
EC:4.4.1.21	0.4768
EC:4.4.1.22	0.0359
EC:4.4.1.24	0.0505
EC:4.4.1.25	0.0313
EC:4.4.1.3	0.00555
EC:4.4.1.5	1.11175
EC:4.4.1.8	1.3821
EC:4.5.1.3	0.00015
EC:4.6.1.1	1.02905
EC:4.6.1.12	0.8267
EC:4.6.1.13	0.08255
EC:4.6.1.2	0.00535
EC:4.7.1.1	0.2096
EC:4.99.1.1	0.8858
EC:4.99.1.2	0.01755
EC:4.99.1.3	0.27095
EC:4.99.1.4	0.80625
EC:4.99.1.5	0.0212
EC:4.99.1.7	0.00075
EC:5.1.1.1	1.36775
EC:5.1.1.13	0.4724
EC:5.1.1.14	2e-04
EC:5.1.1.17	0.0329
