assembly	Acetyl.CoA_assimilation	Aerobe	Biotin_prototroph	Carbon_fixation	Coenzyme_A_prototroph	Denitrifier	Dissimilatory_sulfate_reduction	Fructose_utilizing	Galactose_utilizing	Glucose_utilizing	Glycine_prototroph	L.alanine_prototroph	L.arabinose_utilizing	L.arginine_prototroph	L.asparagine_prototroph	L.aspartate_prototroph	L.cysteine_prototroph	L.glutamate_prototroph	L.glutamine_prototroph	L.histidine_prototroph	L.isoleucine_prototroph	L.leucine_prototroph	L.lysine_prototroph	L.methionine_synthesis_with_homocysteine_as_intermediate	L.methionine_synthesis_with_methanethiol	L.phenylalanine_prototroph	L.proline_prototroph	L.selenocysteine_synthesis	L.serine_prototroph	L.threonine_prototroph	L.tryptophan_prototroph	L.tyrosine_prototroph	L.valine_prototroph	Lactose_utilizing	Maltose_utilizing	Nitrogen_fixer	Sucrose_utilizing	Sulfur_reducer	Trehalose_utilizing	Use_of_nitrate_as_electron_acceptor	Xylose_utilizing
638154504	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
638154505	0	0	0	1	0	0	0	0	0	1	1	0	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
638154507	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0
638154508	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0
638154509	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0
638154510	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
638154512	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
638154513	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0
638154514	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0
638154515	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0
638154517	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	0
638154519	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0
638154522	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638341009	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
638341012	1	1	NA	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	1	0
638341014	1	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	1
638341015	0	1	NA	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
638341022	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	0	0	0	0	0	0	0
638341041	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	NA	1	0	0	0	0	0	0	1	0
638341044	0	1	0	0	0	0	0	0	0	0	1	NA	0	0	NA	NA	0	1	1	0	0	0	0	0	0	0	NA	1	NA	NA	1	0	0	0	0	0	0	0	0	0	0
638341055	0	1	0	0	0	0	0	0	0	0	NA	NA	0	0	NA	NA	0	1	1	0	0	0	0	0	0	0	0	1	NA	NA	NA	0	0	0	0	0	0	0	0	0	0
638341056	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
638341059	1	0	0	0	0	0	0	0	0	0	1	NA	0	0	NA	NA	1	1	NA	0	NA	0	0	0	0	0	0	0	0	NA	1	0	NA	0	0	0	0	0	0	0	0
638341060	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
638341074	0	0	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	NA	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0
638341078	0	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	0	NA	1	0	1	0	0	1	0	1	0	0	0
638341080	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0
638341081	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	NA	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
638341082	1	1	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
638341089	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	1	1
638341092	0	1	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
638341097	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638341107	0	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0
638341115	0	1	0	0	0	0	0	0	1	0	1	NA	1	0	NA	1	1	1	NA	0	0	0	0	0	0	0	0	0	0	NA	NA	0	0	1	0	0	0	0	0	0	0
638341119	0	1	0	0	0	0	0	0	0	1	1	1	0	0	1	1	NA	1	1	0	1	0	0	1	0	1	1	0	NA	0	1	1	1	0	0	0	0	0	0	0	0
638341124	1	1	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
638341134	1	0	0	0	1	0	0	0	0	1	1	NA	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
638341138	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
638341139	0	1	0	0	NA	0	0	0	0	1	1	1	0	NA	0	1	NA	1	1	0	NA	NA	0	0	0	NA	1	0	NA	0	1	NA	NA	0	0	0	0	0	0	0	0
638341140	0	1	0	0	NA	0	0	1	0	1	1	1	0	0	1	1	NA	1	1	0	NA	0	0	0	0	0	1	0	NA	0	1	0	1	0	0	0	0	0	0	0	1
638341152	0	0	0	0	0	0	0	0	1	0	1	NA	0	0	0	1	1	1	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
638341157	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	NA	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
638341168	1	1	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0
638341169	1	1	NA	0	NA	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	1	1	0	1	NA	1	0	1	0	0	0	0	0	0	0	1
638341178	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638341182	0	0	0	0	NA	0	0	0	0	1	1	1	0	NA	1	1	NA	1	1	0	1	0	0	1	1	1	1	0	NA	0	1	NA	1	0	0	0	0	0	0	1	0
638341183	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	1	0	1	1	0	NA	0	1	NA	1	0	0	0	0	0	0	0	0
638341184	0	0	0	0	NA	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	NA	0	0	0	0	0	1	0	NA	0	1	0	NA	0	0	0	0	0	0	0	0
638341199	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	NA	1	1	1	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0
638341202	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
638341203	0	1	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
638341206	0	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
638341207	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0
638341208	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
638341209	0	0	0	0	0	0	0	0	1	0	1	NA	0	0	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
638341211	0	1	0	0	NA	0	0	0	0	1	1	1	0	0	1	1	NA	1	1	0	1	0	0	0	0	NA	1	1	NA	0	1	NA	1	0	0	0	0	0	0	0	0
638341213	0	0	NA	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
638341214	0	0	1	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
638341215	0	0	NA	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
638341218	1	0	0	0	0	0	0	0	0	0	1	NA	0	0	0	1	1	1	NA	0	0	0	0	0	0	0	0	0	0	NA	0	0	0	0	0	0	0	0	0	0	0
638341230	1	1	1	0	0	0	0	0	0	0	1	1	0	1	NA	1	NA	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
643692055	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
638341237	0	1	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	NA	1	1	1	1	1	0	0	0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0
638341238	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	1
638341239	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	1
638341246	0	1	0	0	NA	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	NA	1	0	0	1	0	0	0	0	0	0	0	0
638341247	1	0	0	0	1	0	0	1	0	1	1	1	0	1	1	1	NA	1	1	0	1	1	0	1	1	0	1	0	1	NA	1	0	1	0	0	0	0	0	0	0	0
639279303	1	1	NA	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1
639279304	1	1	NA	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	1	0	0	1	1
639279306	1	1	0	0	1	0	0	0	0	1	1	1	0	NA	1	1	1	1	1	NA	1	0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0
639279308	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639279309	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639279310	0	1	1	0	0	1	0	0	0	1	1	1	0	1	NA	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	NA	1	0	0	0	0	0	0	1	0
639279312	1	1	0	0	1	0	0	0	0	1	1	NA	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1	0	0	0
639633001	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
639633002	1	1	0	0	0	0	0	0	0	1	1	NA	0	1	1	1	NA	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0
639633003	1	1	0	0	0	1	0	0	0	1	1	NA	0	1	1	NA	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0
639633004	1	1	0	0	1	0	0	1	1	1	1	1	1	NA	1	1	NA	1	1	0	1	0	0	1	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	1	0
639633005	1	1	1	0	NA	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	NA	1	0	0	1	0	0	0	1	0	0	0	0
639633006	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	1	1	0	1	0	0	0	1	0	0	1	0
639633007	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0
639633008	1	1	NA	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0
639633009	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639633010	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0	0	0
639633014	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	0	0	0	0	0	0
639633016	0	0	0	0	0	0	0	0	0	0	NA	NA	0	NA	1	1	NA	1	1	0	NA	NA	0	1	1	0	0	1	NA	NA	0	0	NA	0	0	0	0	0	0	0	0
639633017	0	1	0	0	0	0	0	0	0	0	1	1	0	0	NA	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0	0	0
639633019	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0
639633020	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0
639633021	0	0	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
639633022	0	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0
639633025	0	1	0	0	0	0	0	0	1	0	1	0	1	0	NA	1	1	1	NA	0	0	0	0	0	0	0	0	0	0	NA	1	0	0	0	0	0	0	0	0	0	0
639633026	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	0	1	1	1	0	1	0	1	1	1	0	1	0	1	NA	1	0	1	0	0	1	0	0	0	0	0
639633027	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
639633029	0	0	0	0	0	0	0	1	0	1	0	NA	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
639633030	0	1	0	0	0	0	0	0	1	0	1	NA	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0	0	0	0
639633035	0	1	0	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	0	1	0	0	0	0	0	1
639633036	0	0	NA	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	NA	1	1	0	1	0	0	1	0	0	0	1	0
639633037	0	1	0	0	NA	1	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	NA	0	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	1	0
639633038	0	0	0	1	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0
639633039	1	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	NA	1	0	0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0
639633044	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	1	0	NA	NA	0	0	1	0	0	0	0	0	0	0	0
639633045	0	0	NA	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	NA	1	0	0	1	1	1	1	0	1	0	0	0	0	0	0
639633046	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	1	0
639633047	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
639633048	1	1	NA	0	NA	1	0	1	0	1	1	1	0	1	1	1	NA	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0
639633049	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
639633050	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	NA	1	0	1	0	0	1	0	1	0	0	0
639633051	1	1	0	0	0	0	0	0	0	1	1	NA	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0
639633052	1	1	0	0	NA	0	0	1	1	1	1	1	0	1	1	NA	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	1	0	0	0	0
639633053	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0
639633055	1	1	0	0	1	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	0	0	0	0
639633056	0	1	0	0	NA	1	0	0	0	1	1	1	0	0	1	1	NA	1	1	0	1	0	0	0	0	NA	1	0	NA	0	1	NA	1	0	0	0	0	0	0	1	0
639633058	1	1	1	0	NA	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0
639633059	1	1	0	0	NA	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0
639633060	1	1	0	0	0	0	0	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1
639633061	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0
639633063	0	1	0	0	1	0	1	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	0	0	1	1	1	0	0	0	0	1	0	0	0
639633064	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
639633065	1	0	0	0	0	0	0	0	0	1	1	NA	0	1	1	NA	1	1	1	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
639857000	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0
639857001	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1	0	1	NA	1	0	0	0	0	0	0	0	0	0	0
639857004	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
639857006	0	1	NA	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
639857007	0	0	NA	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
639857020	0	0	1	0	0	0	0	0	0	1	1	NA	0	1	1	0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
639857034	0	0	0	0	NA	0	0	0	1	1	1	1	0	1	1	NA	1	1	1	0	0	0	0	1	1	0	1	1	1	NA	1	0	0	1	0	0	0	0	0	0	0
639857035	0	1	0	1	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0
639857036	1	0	0	0	NA	0	0	1	1	1	1	1	0	1	0	1	NA	1	1	0	NA	0	0	1	1	0	1	1	NA	0	1	0	1	0	0	0	0	0	0	0	0
639857037	0	1	0	1	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0
640069301	1	1	0	0	0	0	0	0	0	1	1	NA	0	0	1	1	1	1	1	0	1	0	1	1	1	NA	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0
640069306	1	1	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	NA	1	0	0	0	0	0	0	1	0
640069307	1	1	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0
640069308	0	0	0	0	1	0	0	1	0	1	1	1	0	0	1	1	1	1	NA	0	0	0	0	0	0	0	1	1	NA	1	0	0	0	0	1	0	1	1	0	0	1
640069309	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	NA	1	1	1	1	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0
640069311	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	NA	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640069312	1	1	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	1
640069313	1	1	0	0	0	0	0	0	0	1	1	NA	0	1	1	NA	1	1	1	0	1	1	1	1	1	0	NA	0	0	1	1	0	1	0	0	0	0	0	0	1	0
640069314	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
640069315	0	1	0	0	0	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	0	1	0	0	0	0	0	0
640069316	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	1	1	1	0	1	1	1	0	0	0	0	1	NA	1	1	0	1	0	0	0	0	0	0	0	0
640069317	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0
640069318	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	0	1	1	1	0	0	1	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0
640069319	1	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	0	0	0	0	1	0
640069321	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
640069322	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0
640069323	0	0	NA	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
640069324	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
640069325	0	1	NA	0	0	0	0	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
640069326	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0
640069328	0	1	0	0	NA	0	0	1	0	1	1	1	0	1	1	1	NA	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	1	0	0	0	0	0
640069329	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0
640069330	1	1	0	0	NA	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0
640069332	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
640069333	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
